ShipmentID,OriginLocation,DestinationLocation,ShipmentDateTime,ExpectedArrivalDateTime,ShipmentStatus,ShipperId,ConsigneeId,ShipmentType,ContentsDescription
SP-0736,Detroit WH,Atlanta WH,2023-09-16 09:14:08,2023-10-26 00:51:43,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Pre-emptive encompassing instruction set
SP-7503,Chicago WH,New Orleans WH,2023-09-24 23:06:59,2023-10-20 10:32:14,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,De-engineered even-keeled help-desk
SP-2411,Chicago WH,New Orleans WH,2023-09-15 03:17:08,2023-10-27 02:27:56,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Triple-buffered national application
SP-3759,Detroit WH,Detroit WH,2023-09-26 21:43:10,2023-10-10 17:47:11,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Monitored eco-centric groupware
SP-1781,Miami WH,Miami WH,2023-09-21 06:31:19,2023-10-01 01:24:09,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Total homogeneous solution
SP-9273,Durham WH,Chicago WH,2023-09-17 20:29:17,2023-10-21 08:55:29,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Decentralized reciprocal application
SP-1851,New Orleans WH,Atlanta WH,2023-09-24 17:36:59,2023-10-30 16:37:15,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Versatile optimizing capability
SP-2521,Nashville WH,Durham WH,2023-09-28 00:04:08,2023-10-04 01:21:03,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Extended fresh-thinking utilisation
SP-3770,Durham WH,Durham WH,2023-09-22 09:45:02,2023-10-25 07:54:24,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Compatible discrete utilisation
SP-0276,Durham WH,Nashville WH,2023-09-13 17:55:31,2023-10-15 09:35:14,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Future-proofed leading edge intranet
SP-7412,Durham WH,Atlanta WH,2023-09-24 14:33:43,2023-10-10 14:51:14,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Cross-group contextually-based encryption
SP-5914,Durham WH,Detroit WH,2023-09-11 01:58:22,2023-10-25 08:42:16,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Multi-lateral intangible challenge
SP-5229,Chicago WH,Chicago WH,2023-09-11 21:37:18,2023-10-18 01:48:05,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Compatible optimal matrix
SP-7067,Durham WH,Durham WH,2023-09-25 16:39:09,2023-10-04 06:49:38,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Focused 6th generation collaboration
SP-4588,Nashville WH,Miami WH,2023-09-05 19:59:42,2023-10-06 04:46:53,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Visionary interactive support
SP-0970,Atlanta WH,Detroit WH,2023-09-25 10:57:26,2023-10-19 19:46:43,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Face to face context-sensitive access
SP-6993,Chicago WH,New Orleans WH,2023-09-22 06:39:37,2023-10-05 01:13:10,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Monitored composite standardization
SP-5373,Atlanta WH,New Orleans WH,2023-09-06 16:43:56,2023-10-21 04:13:39,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Devolved dynamic data-warehouse
SP-6794,New Orleans WH,Nashville WH,2023-09-13 11:13:24,2023-10-25 09:49:29,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Right-sized well-modulated interface
SP-5265,Chicago WH,Nashville WH,2023-09-22 04:07:31,2023-10-08 15:08:18,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Extended actuating time-frame
SP-0314,Nashville WH,Durham WH,2023-09-28 02:53:24,2023-10-13 09:33:57,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Secured upward-trending analyzer
SP-9719,Miami WH,Miami WH,2023-09-29 04:40:25,2023-10-10 08:34:15,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Seamless interactive matrices
SP-9520,Durham WH,Miami WH,2023-09-28 06:42:30,2023-10-04 23:44:08,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Profound context-sensitive matrix
SP-2868,Atlanta WH,Chicago WH,2023-09-15 09:54:06,2023-10-26 14:56:18,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Face to face secondary core
SP-8788,New Orleans WH,New Orleans WH,2023-09-21 11:04:27,2023-10-04 22:42:37,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Seamless disintermediate infrastructure
SP-4662,Miami WH,Detroit WH,2023-09-17 20:11:35,2023-10-29 00:22:03,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Multi-lateral 3rd generation software
SP-6476,Atlanta WH,Nashville WH,2023-09-06 03:05:53,2023-10-04 11:47:18,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Synergized holistic knowledge base
SP-8268,Atlanta WH,Durham WH,2023-09-29 02:38:45,2023-10-01 22:07:39,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Ameliorated modular paradigm
SP-1891,Detroit WH,New Orleans WH,2023-09-25 04:43:20,2023-10-06 17:45:14,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Customer-focused bifurcated moderator
SP-1792,Chicago WH,Detroit WH,2023-09-14 15:28:30,2023-10-26 04:21:47,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Realigned cohesive protocol
SP-8827,Nashville WH,New Orleans WH,2023-09-24 18:42:59,2023-10-05 05:07:04,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Customizable reciprocal structure
SP-2538,Atlanta WH,Durham WH,2023-09-05 11:06:50,2023-10-26 15:36:16,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Synergized asynchronous structure
SP-7960,Chicago WH,Chicago WH,2023-09-07 16:59:59,2023-10-30 08:30:40,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Object-based systemic knowledge user
SP-0502,Atlanta WH,Durham WH,2023-09-27 20:36:26,2023-10-08 22:10:19,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Optional optimal instruction set
SP-4897,New Orleans WH,Atlanta WH,2023-09-06 20:33:42,2023-10-09 15:18:05,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Virtual radical attitude
SP-4925,Durham WH,New Orleans WH,2023-09-25 20:01:30,2023-10-05 04:33:43,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Re-engineered high-level infrastructure
SP-9095,Durham WH,Durham WH,2023-09-08 07:17:51,2023-10-25 13:04:11,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Multi-layered user-facing utilisation
SP-1394,New Orleans WH,Nashville WH,2023-09-20 07:24:27,2023-10-17 02:25:11,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Automated web-enabled budgetary management
SP-2183,Atlanta WH,New Orleans WH,2023-09-06 23:39:04,2023-10-24 17:48:24,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Profound incremental Graphic Interface
SP-0548,Durham WH,Chicago WH,2023-09-29 01:50:10,2023-10-17 06:06:03,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Enhanced discrete access
SP-5879,Miami WH,New Orleans WH,2023-09-20 18:29:42,2023-10-08 12:32:56,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Profound global product
SP-1378,Miami WH,Miami WH,2023-09-11 00:07:00,2023-10-17 11:23:07,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,User-centric disintermediate flexibility
SP-5936,Chicago WH,New Orleans WH,2023-09-17 09:03:43,2023-10-11 07:48:42,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Fully-configurable local process improvement
SP-7012,Detroit WH,Detroit WH,2023-09-11 16:47:52,2023-10-16 00:22:17,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Innovative interactive migration
SP-9820,Nashville WH,Durham WH,2023-09-28 22:55:28,2023-10-20 17:42:26,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Multi-layered discrete hardware
SP-9724,Chicago WH,Chicago WH,2023-09-09 07:07:00,2023-10-04 05:07:23,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Cross-platform exuding migration
SP-7334,Chicago WH,New Orleans WH,2023-09-03 20:16:19,2023-10-01 12:43:11,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Mandatory cohesive leverage
SP-7965,Miami WH,Miami WH,2023-09-03 08:52:21,2023-10-28 08:47:22,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Adaptive eco-centric initiative
SP-2336,New Orleans WH,Detroit WH,2023-09-16 16:22:06,2023-10-22 01:14:28,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Synergistic exuding framework
SP-3415,Atlanta WH,Atlanta WH,2023-09-03 23:14:30,2023-10-26 14:02:03,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Robust zero tolerance throughput
SP-1180,Atlanta WH,Atlanta WH,2023-09-05 13:14:26,2023-10-09 04:11:36,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Intuitive impactful parallelism
SP-2114,Miami WH,New Orleans WH,2023-09-07 08:29:01,2023-10-03 22:17:36,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Assimilated stable Graphical User Interface
SP-6691,Durham WH,Detroit WH,2023-09-03 14:16:02,2023-10-08 02:23:34,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Balanced fresh-thinking complexity
SP-3009,Durham WH,Miami WH,2023-09-16 17:17:12,2023-10-20 19:07:26,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Synergistic tertiary circuit
SP-6184,Detroit WH,Durham WH,2023-09-25 11:49:23,2023-10-16 13:36:26,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Versatile client-driven artificial intelligence
SP-3592,Nashville WH,Detroit WH,2023-09-05 20:13:53,2023-10-25 04:07:24,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Fully-configurable even-keeled productivity
SP-4996,Nashville WH,Chicago WH,2023-09-02 05:09:21,2023-10-22 22:58:26,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Function-based foreground structure
SP-2191,Atlanta WH,Atlanta WH,2023-09-22 15:36:00,2023-10-03 14:52:04,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Profit-focused homogeneous groupware
SP-1496,Chicago WH,Miami WH,2023-09-11 22:14:10,2023-10-07 08:38:42,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Phased background open system
SP-3493,Durham WH,Chicago WH,2023-09-09 11:39:03,2023-10-04 07:08:12,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Mandatory needs-based collaboration
SP-1351,Miami WH,Nashville WH,2023-09-20 11:28:54,2023-10-10 10:09:18,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Triple-buffered user-facing moderator
SP-5630,Detroit WH,New Orleans WH,2023-09-29 15:06:49,2023-10-24 00:11:30,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Synchronised incremental alliance
SP-4282,Miami WH,Atlanta WH,2023-09-27 06:08:56,2023-10-29 14:34:39,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Synergized systemic infrastructure
SP-0353,Durham WH,Detroit WH,2023-09-01 23:38:06,2023-10-02 07:32:35,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Digitized discrete customer loyalty
SP-8155,Chicago WH,Nashville WH,2023-09-10 15:36:34,2023-10-01 14:41:38,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Secured maximized Graphic Interface
SP-7462,Detroit WH,Atlanta WH,2023-09-05 23:51:14,2023-10-06 19:04:21,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Fundamental contextually-based projection
SP-8404,Atlanta WH,Chicago WH,2023-09-12 20:48:11,2023-10-04 03:49:15,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Diverse incremental hub
SP-5865,Miami WH,Detroit WH,2023-09-15 13:55:48,2023-10-08 15:40:39,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Synergistic optimizing matrices
SP-3646,Miami WH,Miami WH,2023-09-03 03:01:10,2023-10-03 00:51:59,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Enterprise-wide zero administration website
SP-5709,Miami WH,Detroit WH,2023-09-19 22:45:22,2023-10-23 03:21:09,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Robust multi-tasking groupware
SP-6471,Durham WH,Detroit WH,2023-09-19 19:25:22,2023-10-01 16:07:22,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Assimilated needs-based standardization
SP-5972,Nashville WH,Durham WH,2023-09-10 23:23:38,2023-10-06 15:25:23,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Function-based regional encryption
SP-2746,Detroit WH,Miami WH,2023-09-11 17:24:05,2023-10-04 05:48:21,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Upgradable systemic matrices
SP-2172,New Orleans WH,Detroit WH,2023-09-06 16:58:45,2023-10-23 20:14:33,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Secured composite info-mediaries
SP-8851,Atlanta WH,Nashville WH,2023-09-03 23:50:16,2023-10-16 18:28:33,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Focused regional analyzer
SP-2246,Miami WH,Durham WH,2023-09-21 15:59:00,2023-10-04 02:54:29,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Front-line human-resource capacity
SP-5105,Detroit WH,Miami WH,2023-09-15 11:39:19,2023-10-17 04:18:25,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Sharable incremental ability
SP-5436,New Orleans WH,Miami WH,2023-09-19 17:30:55,2023-10-16 18:39:39,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Diverse didactic access
SP-9462,Detroit WH,New Orleans WH,2023-09-24 03:13:31,2023-10-19 15:23:00,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Customer-focused discrete capacity
SP-7271,Nashville WH,Detroit WH,2023-09-09 00:21:18,2023-10-07 02:58:33,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Organized user-facing frame
SP-1772,Nashville WH,Durham WH,2023-09-03 10:54:44,2023-10-29 21:40:39,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Reactive zero tolerance parallelism
SP-1264,Atlanta WH,Durham WH,2023-09-21 19:19:58,2023-10-22 07:03:43,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Quality-focused needs-based function
SP-6829,Chicago WH,Durham WH,2023-09-13 07:31:37,2023-10-24 02:09:49,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Total global framework
SP-8756,Chicago WH,Atlanta WH,2023-09-14 10:34:47,2023-10-05 12:07:06,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Ameliorated intermediate structure
SP-7973,Nashville WH,Detroit WH,2023-09-08 12:46:53,2023-10-08 11:00:13,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Customizable foreground open system
SP-2662,Chicago WH,Miami WH,2023-09-19 13:50:17,2023-10-28 23:59:33,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Organic dedicated orchestration
SP-7835,Detroit WH,Miami WH,2023-09-22 11:11:27,2023-10-06 10:53:55,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Synchronised logistical application
SP-8884,Atlanta WH,Durham WH,2023-09-09 16:21:59,2023-10-20 09:00:29,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Adaptive even-keeled project
SP-9942,Durham WH,Detroit WH,2023-09-04 07:21:44,2023-10-17 08:26:33,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Multi-channelled 24/7 hierarchy
SP-7058,Detroit WH,Detroit WH,2023-09-16 01:29:08,2023-10-08 18:31:53,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Synergized eco-centric matrices
SP-6321,Nashville WH,Durham WH,2023-09-05 09:40:03,2023-10-30 06:37:26,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Function-based executive support
SP-3622,Detroit WH,Durham WH,2023-09-10 21:28:59,2023-10-13 23:45:34,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Optional multi-state groupware
SP-8905,Detroit WH,Miami WH,2023-09-21 20:54:58,2023-10-10 19:53:00,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Switchable national customer loyalty
SP-5370,Nashville WH,Nashville WH,2023-09-20 10:56:53,2023-10-01 22:26:30,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Exclusive web-enabled productivity
SP-2141,Miami WH,Nashville WH,2023-09-15 23:08:31,2023-10-04 16:40:42,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Synergistic optimizing firmware
SP-9480,Nashville WH,Durham WH,2023-09-10 21:42:47,2023-10-13 02:19:10,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Digitized 24/7 budgetary management
SP-7815,Atlanta WH,Miami WH,2023-09-23 01:59:05,2023-10-12 23:17:33,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Streamlined demand-driven focus group
SP-5353,Miami WH,Nashville WH,2023-09-24 23:45:03,2023-10-05 01:59:37,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Reverse-engineered object-oriented matrix
SP-6079,Chicago WH,Atlanta WH,2023-09-23 02:35:57,2023-10-20 03:46:35,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Phased systemic pricing structure
SP-9664,New Orleans WH,Atlanta WH,2023-09-02 04:18:49,2023-10-29 16:49:24,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Reverse-engineered executive knowledge user
SP-7594,Miami WH,New Orleans WH,2023-09-10 21:00:19,2023-10-29 07:56:34,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Open-source homogeneous methodology
SP-7967,Nashville WH,Durham WH,2023-09-19 11:11:22,2023-10-17 07:28:35,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Virtual disintermediate product
SP-9538,Atlanta WH,Durham WH,2023-09-03 11:22:22,2023-10-23 09:44:56,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Realigned analyzing collaboration
SP-0497,New Orleans WH,New Orleans WH,2023-09-20 12:11:37,2023-10-24 03:24:10,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Implemented 6th generation migration
SP-4799,Durham WH,Atlanta WH,2023-09-29 15:54:33,2023-10-14 05:54:08,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Advanced radical portal
SP-9656,New Orleans WH,Miami WH,2023-09-26 09:06:45,2023-10-02 14:54:25,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Digitized modular challenge
SP-6666,Nashville WH,New Orleans WH,2023-09-08 20:07:56,2023-10-03 15:10:38,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Devolved foreground adapter
SP-6221,Detroit WH,New Orleans WH,2023-09-04 13:33:06,2023-10-30 01:02:34,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Realigned 6th generation protocol
SP-8627,Durham WH,Atlanta WH,2023-09-23 01:16:41,2023-10-19 15:13:38,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Monitored scalable hierarchy
SP-1542,Atlanta WH,Chicago WH,2023-09-03 11:19:08,2023-10-19 18:38:47,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Profit-focused solution-oriented application
SP-2532,Durham WH,Atlanta WH,2023-09-15 10:23:39,2023-10-24 15:03:22,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Organic multi-tasking orchestration
SP-7193,New Orleans WH,Detroit WH,2023-09-29 17:53:59,2023-10-29 16:02:35,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Profit-focused composite success
SP-5533,Durham WH,Nashville WH,2023-09-21 10:36:42,2023-10-18 01:57:25,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Universal mission-critical solution
SP-6880,Miami WH,New Orleans WH,2023-09-17 18:41:54,2023-10-13 14:22:18,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Cross-group attitude-oriented info-mediaries
SP-8974,Nashville WH,Detroit WH,2023-09-02 13:20:59,2023-10-05 06:45:31,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Team-oriented executive migration
SP-3536,Chicago WH,Detroit WH,2023-09-16 15:58:12,2023-10-05 04:11:41,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Distributed exuding challenge
SP-4983,Atlanta WH,Detroit WH,2023-09-01 02:24:42,2023-10-03 12:08:28,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Cross-platform reciprocal focus group
SP-4768,Miami WH,Atlanta WH,2023-09-16 23:26:18,2023-10-04 11:56:16,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Configurable 5th generation workforce
SP-9278,New Orleans WH,Durham WH,2023-09-23 04:53:39,2023-10-24 13:33:30,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Innovative analyzing focus group
SP-0214,Nashville WH,Chicago WH,2023-09-14 02:47:37,2023-10-26 19:29:30,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Innovative optimizing solution
SP-3177,Chicago WH,New Orleans WH,2023-09-17 07:07:14,2023-10-26 21:08:41,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Open-architected directional portal
