ShiptmentID,TemperatureID,DateTimeStemp,Temperature,Humidity,TemperatureUnit,Source
SP-6140,112,2022-01-24 16:21:56,15.21,19.7,Celsius,Weather Station
SP-7149,113,2022-12-11 22:58:55,-36.56,88.46,Celsius,IoT Device
SP-2123,114,2022-07-18 14:41:40,-30.67,60.03,Fahrenheit,Weather Station
SP-6070,115,2022-10-06 09:31:52,-6.23,6.67,Fahrenheit,Mobile App
SP-4806,116,2022-06-19 18:50:03,-47.77,34.97,Celsius,IoT Device
SP-0354,117,2022-07-06 08:58:53,36.35,34.88,Celsius,Mobile App
SP-7510,118,2022-07-29 16:44:33,-12.11,75.26,Celsius,IoT Device
SP-0659,119,2022-02-01 02:46:51,-49.57,49.74,Fahrenheit,Weather Station
SP-5672,120,2022-05-14 02:36:43,1.1,15.5,Celsius,Weather Station
SP-0378,121,2022-12-11 02:00:24,39.29,3.26,Fahrenheit,Mobile App
SP-0577,122,2022-06-29 18:50:47,12.23,79.6,Celsius,Mobile App
SP-5463,123,2022-10-25 07:13:00,-32.03,25.14,Fahrenheit,Mobile App
SP-1584,124,2022-05-03 18:47:08,-26.17,43.92,Celsius,Weather Station
SP-4799,125,2022-04-25 03:31:08,37.54,67.31,Fahrenheit,IoT Device
SP-4368,126,2022-11-18 16:16:31,46.47,26.27,Celsius,Weather Station
SP-4796,127,2022-05-09 15:37:31,-26.72,44.08,Celsius,IoT Device
SP-9486,128,2022-04-25 15:54:45,-4.32,80.12,Fahrenheit,IoT Device
SP-4861,129,2022-04-09 12:38:27,18.64,80.16,Fahrenheit,Mobile App
SP-0318,130,2022-06-03 14:30:46,25.17,57.09,Celsius,Weather Station
SP-6827,131,2022-06-29 03:19:29,-30.07,56.27,Fahrenheit,Weather Station
SP-9781,132,2022-11-24 13:48:13,-20.98,71.12,Fahrenheit,Weather Station
SP-5871,133,2022-06-22 02:51:33,-41.71,27.6,Fahrenheit,Mobile App
SP-0290,134,2022-10-03 00:34:24,-45.64,57.97,Celsius,IoT Device
SP-2727,135,2022-04-25 04:41:53,-10.47,91.48,Fahrenheit,Mobile App
SP-4526,136,2022-06-28 07:26:51,49.34,99.93,Fahrenheit,IoT Device
SP-6859,137,2022-10-29 08:19:39,-39.0,99.04,Fahrenheit,IoT Device
SP-4437,138,2022-09-21 16:37:55,-7.74,77.57,Fahrenheit,Weather Station
SP-4854,139,2022-03-28 11:13:47,23.56,13.32,Celsius,Mobile App
SP-7644,140,2022-09-23 06:29:56,5.25,52.21,Fahrenheit,Mobile App
SP-6752,141,2022-10-15 19:30:51,-15.03,46.13,Celsius,Mobile App
SP-8326,142,2022-10-08 16:25:06,-10.06,70.63,Celsius,IoT Device
SP-6503,143,2022-07-08 02:53:05,14.48,42.46,Celsius,IoT Device
SP-0284,144,2022-06-02 12:28:21,6.16,75.35,Fahrenheit,Weather Station
SP-6108,145,2022-10-06 03:28:28,-22.64,85.55,Fahrenheit,IoT Device
SP-0463,146,2022-05-05 12:09:51,45.23,79.67,Celsius,IoT Device
SP-8455,147,2022-06-19 08:21:46,-14.69,60.34,Celsius,Weather Station
SP-4699,148,2022-08-11 12:23:48,19.77,4.18,Celsius,Weather Station
SP-6945,149,2022-08-19 20:24:34,-42.66,96.9,Celsius,IoT Device
SP-1993,150,2022-10-20 13:40:40,-14.87,81.61,Celsius,Weather Station
SP-8256,151,2022-06-25 08:57:32,22.91,26.9,Fahrenheit,Weather Station
SP-0915,152,2022-08-16 09:24:25,30.03,75.01,Celsius,IoT Device
SP-2456,153,2022-11-22 15:25:04,10.53,7.09,Fahrenheit,Weather Station
SP-8192,154,2022-03-30 00:08:09,-25.92,54.27,Celsius,IoT Device
SP-3024,155,2022-03-03 14:19:22,22.03,81.8,Fahrenheit,Weather Station
SP-5673,156,2022-05-15 07:51:09,-31.92,89.92,Celsius,Weather Station
SP-4364,157,2022-08-11 22:49:10,15.42,30.91,Fahrenheit,Mobile App
SP-2419,158,2022-08-18 03:22:03,31.06,58.07,Celsius,Mobile App
SP-6987,159,2022-12-13 22:01:54,43.28,91.19,Fahrenheit,Weather Station
SP-1168,160,2022-01-03 00:00:10,26.42,96.26,Fahrenheit,IoT Device
SP-3602,161,2022-07-19 04:55:30,27.45,17.15,Fahrenheit,IoT Device
SP-5768,162,2022-12-27 00:41:06,18.78,53.05,Celsius,Weather Station
SP-4026,163,2022-05-21 11:29:41,-44.79,4.03,Fahrenheit,Weather Station
SP-4470,164,2022-12-11 06:33:40,-30.71,40.13,Celsius,Mobile App
SP-8009,165,2022-07-15 20:18:34,-40.05,16.49,Fahrenheit,Mobile App
SP-9155,166,2022-10-27 04:57:41,-40.92,82.69,Fahrenheit,IoT Device
SP-1288,167,2022-12-20 11:28:19,31.87,62.46,Celsius,IoT Device
SP-0295,168,2022-05-03 21:32:19,-28.07,78.19,Fahrenheit,Weather Station
SP-7083,169,2022-06-02 12:31:42,10.01,29.21,Fahrenheit,Mobile App
SP-6440,170,2022-10-23 05:11:31,13.97,74.01,Celsius,IoT Device
SP-9042,171,2022-09-16 11:47:52,-42.1,33.86,Celsius,Mobile App
SP-0587,172,2022-10-01 22:48:39,41.39,19.2,Fahrenheit,Mobile App
SP-6424,173,2022-06-11 08:42:21,39.59,49.1,Fahrenheit,IoT Device
SP-5029,174,2022-05-26 14:56:15,-15.97,5.47,Celsius,IoT Device
SP-3247,175,2022-11-01 00:19:04,-26.82,21.29,Celsius,Weather Station
SP-7138,176,2022-11-03 17:34:05,-36.35,54.67,Celsius,Weather Station
SP-7547,177,2022-06-05 16:09:01,20.71,46.09,Celsius,IoT Device
SP-1272,178,2022-06-02 10:31:51,44.1,37.95,Celsius,Weather Station
SP-3226,179,2022-07-26 04:40:41,-25.06,56.91,Fahrenheit,Weather Station
SP-3214,180,2022-05-17 21:18:28,14.17,13.82,Celsius,Mobile App
SP-9234,181,2022-08-21 21:38:57,8.51,61.55,Fahrenheit,Weather Station
SP-5542,182,2022-03-13 23:05:14,-1.06,23.58,Celsius,Mobile App
SP-6847,183,2022-05-10 10:59:47,8.68,51.41,Fahrenheit,Weather Station
SP-7564,184,2022-11-01 04:09:28,10.66,72.96,Fahrenheit,Weather Station
SP-4041,185,2022-11-20 20:08:00,26.04,3.71,Celsius,Weather Station
SP-5927,186,2022-12-02 02:39:14,42.11,95.29,Celsius,IoT Device
SP-9537,187,2022-01-10 12:19:31,-34.73,80.09,Celsius,Weather Station
SP-3959,188,2022-06-18 11:58:51,-19.58,52.98,Celsius,Weather Station
SP-4605,189,2022-11-25 05:38:38,41.43,16.95,Celsius,Weather Station
SP-6038,190,2022-12-16 14:00:23,-27.37,57.42,Fahrenheit,Mobile App
SP-6423,191,2022-01-24 00:05:39,-38.48,57.78,Fahrenheit,Mobile App
SP-3325,192,2022-01-24 17:24:02,-30.62,49.56,Celsius,Weather Station
SP-3326,193,2022-01-12 11:17:54,39.57,30.56,Celsius,Mobile App
SP-3309,194,2022-04-17 17:56:41,5.61,28.09,Fahrenheit,IoT Device
SP-6755,195,2022-12-24 13:19:33,-10.38,60.71,Celsius,Weather Station
SP-4804,196,2022-08-13 16:11:30,-32.46,49.6,Celsius,Mobile App
SP-3900,197,2022-08-21 23:59:24,-40.74,70.72,Celsius,IoT Device
SP-6514,198,2022-07-22 10:38:33,33.67,15.25,Fahrenheit,Weather Station
SP-2127,199,2022-03-09 10:41:17,48.78,44.04,Fahrenheit,Weather Station
SP-6140,200,2022-09-17 05:14:54,-41.88,82.81,Fahrenheit,Mobile App
SP-2632,201,2022-07-16 12:39:01,7.89,54.89,Fahrenheit,IoT Device
SP-2045,202,2022-05-19 16:40:50,27.41,66.99,Celsius,IoT Device
SP-1609,203,2022-11-01 07:17:12,40.5,82.06,Celsius,Weather Station
SP-6250,204,2022-04-05 06:27:22,32.4,30.24,Celsius,Weather Station
SP-7524,205,2022-07-07 10:03:44,13.09,40.36,Fahrenheit,IoT Device
SP-0819,206,2022-05-07 02:22:13,28.28,5.52,Celsius,IoT Device
SP-0259,207,2022-08-05 09:42:41,34.65,86.95,Fahrenheit,Mobile App
SP-4353,208,2022-01-21 14:38:46,-23.72,83.27,Fahrenheit,IoT Device
SP-9357,209,2022-01-23 23:06:16,-39.33,81.8,Fahrenheit,Weather Station
SP-7288,210,2022-11-23 20:43:51,44.11,75.97,Celsius,Weather Station
SP-0626,211,2022-07-03 13:58:05,-43.54,83.47,Fahrenheit,Mobile App
SP-3867,212,2022-05-30 21:59:11,0.96,96.66,Celsius,Weather Station
SP-2122,213,2022-12-04 23:49:05,40.79,77.63,Celsius,IoT Device
SP-0457,214,2022-08-15 02:23:08,-23.5,19.07,Fahrenheit,Weather Station
SP-7024,215,2022-03-02 13:22:35,-9.94,24.57,Celsius,Mobile App
SP-5879,216,2022-10-04 14:15:54,7.13,63.67,Fahrenheit,IoT Device
SP-9088,217,2022-03-09 16:54:02,-19.88,58.39,Fahrenheit,Weather Station
SP-1645,218,2022-08-04 20:42:25,-37.73,69.14,Fahrenheit,Weather Station
SP-4307,219,2022-09-30 03:08:57,-12.14,22.48,Celsius,Weather Station
SP-4305,220,2022-11-17 11:37:58,42.79,24.68,Celsius,IoT Device
SP-0375,221,2022-04-09 21:00:46,5.46,67.86,Fahrenheit,Mobile App
SP-7437,222,2022-07-26 03:18:09,-43.28,47.82,Fahrenheit,Mobile App
SP-5699,223,2022-08-09 00:00:43,30.62,59.24,Fahrenheit,Mobile App
SP-4592,224,2022-04-30 02:47:37,-10.77,46.23,Celsius,Weather Station
SP-9422,225,2022-12-23 05:41:30,-0.27,68.5,Fahrenheit,IoT Device
SP-0323,226,2022-05-23 15:26:09,-14.63,11.39,Fahrenheit,Weather Station
SP-6584,227,2022-07-26 15:21:35,-12.66,22.05,Fahrenheit,Weather Station
SP-7500,228,2022-11-29 01:16:57,-0.97,27.05,Fahrenheit,Mobile App
SP-8857,229,2022-04-12 16:50:32,-5.3,53.48,Celsius,Mobile App
SP-5001,230,2022-11-30 11:12:20,14.7,10.65,Fahrenheit,IoT Device
SP-7618,231,2022-08-14 20:21:52,-38.22,19.87,Celsius,Mobile App
SP-9243,232,2022-11-28 19:11:29,34.83,39.2,Celsius,Mobile App
SP-0913,233,2022-07-03 12:48:42,18.43,11.28,Celsius,Mobile App
SP-6017,234,2022-04-02 17:02:10,-7.81,15.09,Celsius,Weather Station
SP-5240,235,2022-02-23 12:37:19,-9.44,63.99,Fahrenheit,IoT Device
SP-4805,236,2022-11-25 12:12:19,5.67,38.53,Fahrenheit,Mobile App
SP-4469,237,2022-07-03 03:02:41,-32.58,81.5,Celsius,IoT Device
SP-1689,238,2022-07-22 17:11:43,7.45,77.01,Celsius,Weather Station
SP-1052,239,2022-11-17 03:24:07,4.84,29.67,Fahrenheit,Weather Station
SP-4379,240,2022-01-26 22:22:57,-24.0,50.94,Celsius,Mobile App
SP-9981,241,2022-08-17 08:39:32,18.21,24.74,Fahrenheit,Weather Station
SP-4076,242,2022-02-18 23:33:45,-23.38,61.73,Celsius,Weather Station
SP-1437,243,2022-10-10 17:40:38,41.96,41.47,Celsius,IoT Device
SP-3850,244,2022-05-20 12:35:58,-15.4,13.8,Celsius,Weather Station
SP-2873,245,2022-09-22 04:40:03,-39.11,73.95,Fahrenheit,Mobile App
SP-6889,246,2022-10-24 18:01:23,-4.69,30.93,Celsius,Weather Station
SP-2021,247,2022-09-15 20:26:01,-36.14,26.37,Fahrenheit,IoT Device
SP-7262,248,2022-11-22 00:51:55,-48.52,79.63,Fahrenheit,Mobile App
SP-9763,249,2022-08-18 19:14:25,12.62,46.43,Fahrenheit,Mobile App
SP-7467,250,2022-04-26 05:04:14,1.07,15.78,Fahrenheit,IoT Device
SP-9587,251,2022-02-16 13:10:04,27.04,57.12,Fahrenheit,IoT Device
SP-1849,252,2022-10-30 19:06:00,34.91,82.87,Fahrenheit,Mobile App
SP-4841,253,2022-10-20 20:13:55,31.18,55.04,Fahrenheit,Mobile App
SP-6684,254,2022-07-26 17:13:21,18.86,85.14,Fahrenheit,Mobile App
SP-1223,255,2022-01-18 17:04:53,44.27,84.64,Fahrenheit,IoT Device
SP-8789,256,2022-05-22 16:50:32,-10.08,24.79,Celsius,IoT Device
SP-9786,257,2022-08-06 23:55:18,35.23,98.0,Fahrenheit,Mobile App
SP-0658,258,2022-03-08 18:55:15,-49.53,49.86,Fahrenheit,Mobile App
SP-1629,259,2022-06-23 04:47:24,22.27,47.38,Celsius,IoT Device
SP-5715,260,2022-05-06 22:37:53,12.83,10.78,Celsius,Weather Station
SP-2039,261,2022-02-03 22:03:19,10.8,15.39,Fahrenheit,Mobile App
SP-9412,262,2022-08-19 00:41:08,8.0,78.12,Fahrenheit,Weather Station
SP-2911,263,2022-09-22 17:24:17,7.75,43.29,Celsius,Weather Station
SP-1002,264,2022-12-07 03:10:46,-14.61,24.47,Fahrenheit,IoT Device
SP-8866,265,2022-06-03 04:25:35,40.41,61.93,Celsius,IoT Device
SP-4926,266,2022-03-28 12:22:39,-44.6,52.99,Fahrenheit,IoT Device
SP-5769,267,2022-06-28 08:08:12,-48.7,86.25,Fahrenheit,Mobile App
SP-1752,268,2022-02-01 04:54:33,47.01,26.24,Fahrenheit,Weather Station
SP-4925,269,2022-08-16 14:38:50,-16.23,33.23,Celsius,IoT Device
SP-3419,270,2022-04-29 17:46:37,20.43,27.34,Fahrenheit,Weather Station
SP-9618,271,2022-11-08 03:06:32,-1.45,72.06,Celsius,Weather Station
SP-8135,272,2022-11-13 10:13:39,16.51,29.57,Fahrenheit,IoT Device
SP-5422,273,2022-06-04 06:23:01,-22.21,23.4,Celsius,IoT Device
SP-1148,274,2022-10-08 18:36:55,-13.9,99.49,Fahrenheit,IoT Device
SP-7130,275,2022-05-19 17:49:42,25.82,8.33,Fahrenheit,Weather Station
SP-6373,276,2022-11-14 17:24:28,-26.87,83.43,Celsius,IoT Device
SP-0894,277,2022-08-21 13:57:17,13.94,94.76,Fahrenheit,Mobile App
SP-8640,278,2022-03-08 14:10:17,-31.66,23.11,Fahrenheit,Mobile App
SP-6827,279,2022-12-29 13:13:00,-21.67,59.26,Fahrenheit,IoT Device
SP-8949,280,2022-03-14 12:05:53,46.39,5.51,Celsius,Mobile App
SP-3191,281,2022-01-21 16:58:25,24.88,87.15,Celsius,Mobile App
SP-0420,282,2022-04-28 03:42:28,-43.56,88.72,Fahrenheit,Weather Station
SP-4218,283,2022-03-30 21:00:37,-6.05,59.46,Fahrenheit,IoT Device
SP-8371,284,2022-12-20 07:15:43,1.61,70.15,Celsius,Weather Station
SP-4621,285,2022-06-04 07:13:13,25.32,70.12,Celsius,Mobile App
SP-4453,286,2022-01-13 23:56:38,-3.32,74.09,Celsius,IoT Device
SP-1879,287,2022-09-21 07:38:05,-30.37,26.55,Fahrenheit,IoT Device
SP-3842,288,2022-11-14 12:46:00,37.69,39.48,Celsius,IoT Device
SP-0529,289,2022-02-17 08:25:07,-27.69,29.7,Fahrenheit,IoT Device
SP-1018,290,2022-03-05 04:03:47,-41.63,27.91,Fahrenheit,Weather Station
SP-8647,291,2022-12-11 00:57:17,46.1,1.46,Fahrenheit,IoT Device
SP-5335,292,2022-05-19 10:17:35,32.95,99.59,Celsius,Mobile App
SP-1008,293,2022-07-16 02:51:19,47.83,72.96,Fahrenheit,IoT Device
SP-9992,294,2022-07-07 22:23:16,-7.17,56.27,Fahrenheit,Weather Station
SP-8586,295,2022-01-17 12:22:31,-10.05,25.91,Fahrenheit,IoT Device
SP-1465,296,2022-11-18 23:38:05,-46.37,86.95,Celsius,IoT Device
SP-1556,297,2022-01-22 10:20:43,32.4,54.42,Celsius,Mobile App
SP-9079,298,2022-11-19 09:08:01,-23.49,75.7,Fahrenheit,Weather Station
SP-1871,299,2022-02-21 21:19:49,16.9,71.44,Fahrenheit,Weather Station
SP-9143,300,2022-10-23 15:25:24,-11.4,86.07,Fahrenheit,Mobile App
SP-2384,301,2022-02-09 14:15:29,-19.93,92.23,Celsius,IoT Device
SP-9744,302,2022-05-25 23:20:51,19.27,7.87,Fahrenheit,IoT Device
SP-9777,303,2022-07-25 09:37:28,-5.29,83.44,Celsius,Mobile App
SP-0737,304,2022-11-25 19:31:38,-35.1,13.38,Fahrenheit,Weather Station
SP-3626,305,2022-10-31 08:02:12,38.7,82.72,Celsius,IoT Device
SP-1818,306,2022-10-18 18:25:41,-9.47,87.71,Fahrenheit,IoT Device
SP-8061,307,2022-07-04 19:18:53,43.74,10.63,Celsius,IoT Device
SP-9913,308,2022-07-31 18:58:51,23.75,9.61,Fahrenheit,Mobile App
SP-3884,309,2022-01-17 19:29:54,5.61,0.13,Celsius,Mobile App
SP-3119,310,2022-05-15 10:12:23,-0.34,3.03,Celsius,Weather Station
SP-0074,311,2022-01-10 23:02:18,-18.14,38.54,Fahrenheit,Mobile App
SP-9708,312,2022-02-05 22:00:45,-28.2,40.5,Fahrenheit,Weather Station
SP-8374,313,2022-11-30 14:51:04,-46.49,48.16,Celsius,Mobile App
SP-3707,314,2022-07-06 18:42:08,-46.52,69.37,Fahrenheit,Weather Station
SP-2725,315,2022-12-08 01:42:48,-48.88,84.39,Fahrenheit,Mobile App
SP-2988,316,2022-05-22 04:31:33,49.84,46.6,Celsius,IoT Device
SP-8879,317,2022-04-19 23:43:24,-26.06,23.35,Fahrenheit,Mobile App
SP-9821,318,2022-09-26 01:24:44,-0.98,93.46,Celsius,Mobile App
SP-2833,319,2022-10-15 14:04:57,-15.85,93.17,Celsius,Mobile App
SP-3723,320,2022-02-15 06:45:45,10.26,35.55,Celsius,Mobile App
SP-3316,321,2022-08-01 11:05:25,-39.78,47.31,Fahrenheit,Weather Station
SP-6483,322,2022-01-26 17:18:15,16.15,50.17,Celsius,Weather Station
SP-5852,323,2022-02-25 00:31:00,-23.52,91.76,Fahrenheit,Weather Station
SP-1567,324,2022-01-15 02:26:53,22.37,65.15,Celsius,IoT Device
SP-1867,325,2022-12-07 11:44:11,27.63,36.29,Fahrenheit,Mobile App
SP-4454,326,2022-07-09 06:15:01,-21.28,55.92,Celsius,IoT Device
SP-1479,327,2022-11-08 01:50:15,-0.39,79.49,Fahrenheit,Mobile App
SP-7416,328,2022-06-03 00:40:09,38.12,25.66,Fahrenheit,Weather Station
SP-8646,329,2022-12-09 22:45:37,-0.94,22.62,Celsius,Weather Station
SP-3798,330,2022-06-14 18:57:03,-29.32,99.27,Fahrenheit,IoT Device
