ShipmentID,TemperatureID,DateTimeStemp,Temperature,Humidity,TemperatureUnit,Source
SP-8155,74,2022-08-18 04:24:13,40.96,83.53,Celsius,IoT Device
SP-6499,75,2022-03-09 21:30:04,5.95,6.91,Fahrenheit,IoT Device
SP-6310,76,2022-08-29 07:10:08,-15.15,18.28,Fahrenheit,Weather Station
SP-2172,77,2022-02-02 22:58:26,-42.65,6.31,Fahrenheit,IoT Device
SP-8208,78,2022-12-11 23:55:27,36.25,3.72,Celsius,Mobile App
SP-0702,79,2022-08-17 15:04:22,-18.03,56.27,Celsius,IoT Device
SP-1982,80,2022-05-19 18:46:47,49.13,23.48,Celsius,Mobile App
SP-8088,81,2022-03-04 14:49:45,43.47,67.83,Celsius,IoT Device
SP-6169,82,2022-08-26 13:38:30,48.79,82.94,Celsius,IoT Device
SP-9939,83,2022-12-14 03:29:05,-36.54,5.68,Fahrenheit,Mobile App
SP-7197,84,2022-09-22 22:36:16,-48.66,79.8,Fahrenheit,Mobile App
SP-6559,85,2022-06-27 03:21:58,29.68,84.88,Celsius,IoT Device
SP-2849,86,2022-08-21 01:24:50,41.58,34.48,Fahrenheit,Mobile App
SP-3048,87,2022-03-28 05:40:35,-5.79,84.84,Fahrenheit,Weather Station
SP-0230,88,2022-04-10 13:40:34,43.94,53.03,Fahrenheit,Mobile App
SP-4343,89,2022-08-29 18:11:40,35.5,43.46,Fahrenheit,Weather Station
SP-0987,90,2022-07-04 19:52:08,2.12,40.3,Fahrenheit,Mobile App
SP-0065,91,2022-07-30 20:04:41,-7.19,35.49,Celsius,IoT Device
SP-0052,92,2022-03-14 03:36:16,15.4,15.49,Fahrenheit,IoT Device
SP-9964,93,2022-11-23 07:53:01,-25.96,4.48,Fahrenheit,IoT Device
SP-0030,94,2022-12-21 23:57:25,-3.81,24.1,Celsius,Weather Station
SP-3841,95,2022-12-08 11:43:50,-0.11,10.43,Fahrenheit,Weather Station
SP-4462,96,2022-07-29 02:19:58,-40.8,89.63,Fahrenheit,Weather Station
SP-0548,97,2022-04-22 16:16:40,-33.25,29.07,Celsius,Weather Station
SP-4276,98,2022-12-07 04:06:54,29.02,86.21,Celsius,Mobile App
SP-7961,99,2022-08-26 09:16:48,-39.19,40.25,Celsius,Weather Station
SP-4187,100,2022-02-22 07:37:08,-47.38,20.59,Celsius,Mobile App
SP-0040,101,2022-09-21 23:37:07,-48.97,80.27,Fahrenheit,Mobile App
SP-7318,102,2022-04-19 18:59:54,-30.73,81.97,Celsius,Weather Station
SP-8321,103,2022-06-08 02:18:03,-16.69,91.94,Celsius,IoT Device
SP-4226,104,2022-03-28 01:16:31,27.63,73.8,Celsius,IoT Device
SP-8094,105,2022-04-10 09:35:10,18.16,43.75,Celsius,Weather Station
SP-7906,106,2022-05-18 01:00:08,-28.91,51.74,Fahrenheit,IoT Device
SP-7343,107,2022-08-25 10:05:39,24.32,81.12,Celsius,Mobile App
SP-9611,108,2022-10-16 13:28:11,-33.35,27.79,Fahrenheit,Weather Station
SP-4704,109,2022-10-12 09:20:19,33.11,30.4,Celsius,IoT Device
SP-7934,110,2022-08-09 13:02:12,-14.7,88.57,Fahrenheit,IoT Device
SP-9377,111,2022-04-06 04:18:21,9.01,23.2,Celsius,Weather Station
SP-3063,112,2022-07-01 12:27:08,38.79,83.13,Fahrenheit,IoT Device
SP-6803,113,2022-05-21 15:10:52,-7.32,74.46,Fahrenheit,Mobile App
SP-7484,114,2022-05-13 03:23:28,-17.49,22.06,Celsius,Weather Station
SP-5178,115,2022-07-29 11:29:03,23.42,47.62,Celsius,Weather Station
SP-2040,116,2022-11-12 13:04:38,-41.75,48.0,Fahrenheit,IoT Device
SP-7219,117,2022-07-12 01:12:57,-0.08,40.42,Fahrenheit,IoT Device
SP-1320,118,2022-06-06 07:56:06,28.01,98.06,Fahrenheit,Mobile App
SP-3160,119,2022-09-29 18:42:38,-24.32,54.87,Celsius,IoT Device
SP-4144,120,2022-07-27 14:01:51,-46.89,57.28,Fahrenheit,Weather Station
SP-0395,121,2022-03-24 04:55:21,-38.65,80.67,Fahrenheit,IoT Device
SP-5193,122,2022-08-23 00:26:00,-9.93,46.06,Fahrenheit,Mobile App
SP-1781,123,2022-11-17 21:59:56,-49.3,81.56,Celsius,Mobile App
SP-4972,124,2022-02-16 09:09:18,38.0,19.79,Fahrenheit,Mobile App
SP-5702,125,2022-07-05 04:39:54,6.73,68.97,Fahrenheit,Mobile App
SP-2418,126,2022-11-14 14:43:18,-37.08,30.25,Fahrenheit,IoT Device
SP-0362,127,2022-02-14 02:17:48,27.23,16.38,Fahrenheit,Weather Station
SP-0996,128,2022-01-31 03:39:09,18.99,13.53,Fahrenheit,Weather Station
SP-6389,129,2022-10-02 09:22:51,-28.08,9.92,Fahrenheit,Weather Station
SP-0228,130,2022-03-05 03:51:32,-8.74,64.73,Fahrenheit,IoT Device
SP-9624,131,2022-03-29 19:00:53,-27.51,32.61,Fahrenheit,Mobile App
SP-3919,132,2022-02-20 12:46:42,43.12,68.82,Fahrenheit,IoT Device
SP-7108,133,2022-12-11 02:42:07,8.65,46.53,Fahrenheit,Mobile App
SP-2042,134,2022-11-22 03:42:37,27.01,61.61,Fahrenheit,Weather Station
SP-3279,135,2022-07-07 15:56:45,36.98,42.22,Fahrenheit,IoT Device
SP-2604,136,2022-04-23 09:04:59,-30.44,7.54,Celsius,Weather Station
SP-8749,137,2022-01-14 06:07:44,-48.24,88.93,Fahrenheit,IoT Device
SP-8139,138,2022-01-06 23:22:11,9.44,65.75,Celsius,Mobile App
SP-9877,139,2022-05-03 02:37:09,-22.22,14.52,Celsius,Mobile App
SP-0718,140,2022-06-11 13:31:01,13.76,47.34,Celsius,IoT Device
SP-2726,141,2022-01-30 16:36:44,3.42,92.9,Celsius,Mobile App
SP-3982,142,2022-02-06 14:43:03,-47.49,1.38,Celsius,IoT Device
SP-4705,143,2022-04-02 02:08:54,-13.31,47.79,Fahrenheit,Mobile App
SP-8238,144,2022-07-13 20:24:03,10.02,12.36,Fahrenheit,IoT Device
SP-8691,145,2022-12-19 10:15:57,-19.89,53.41,Fahrenheit,Mobile App
SP-3809,146,2022-08-15 02:00:22,-1.28,34.64,Fahrenheit,Mobile App
SP-4867,147,2022-11-04 18:22:13,-48.18,46.42,Fahrenheit,Weather Station
SP-0469,148,2022-06-08 04:17:03,41.93,11.92,Celsius,Weather Station
SP-1875,149,2022-09-26 07:53:26,-25.36,99.38,Fahrenheit,Mobile App
SP-0143,150,2022-02-11 12:36:25,-31.87,55.44,Fahrenheit,Mobile App
SP-6679,151,2022-05-11 18:04:17,-10.0,64.41,Fahrenheit,Mobile App
SP-3528,152,2022-01-11 21:13:45,-20.79,16.12,Fahrenheit,Mobile App
SP-2108,153,2022-03-19 19:08:21,18.99,62.35,Celsius,Weather Station
SP-4511,154,2022-07-21 09:44:50,-30.54,24.93,Celsius,IoT Device
SP-1618,155,2022-11-28 03:56:05,-38.18,68.25,Celsius,Weather Station
SP-3654,156,2022-05-07 11:02:22,-33.32,71.84,Fahrenheit,IoT Device
SP-9226,157,2022-11-05 06:52:39,25.92,89.72,Fahrenheit,Mobile App
SP-8180,158,2022-12-03 09:45:15,1.21,19.49,Celsius,Weather Station
SP-7753,159,2022-02-26 11:04:32,-37.79,88.74,Fahrenheit,IoT Device
SP-2562,160,2022-01-29 00:36:04,-5.23,15.56,Fahrenheit,Mobile App
SP-5385,161,2022-02-27 00:45:02,48.08,19.3,Celsius,IoT Device
SP-5336,162,2022-03-14 01:38:40,-21.69,67.98,Celsius,IoT Device
SP-4195,163,2022-01-16 22:17:47,-10.95,14.51,Fahrenheit,Mobile App
SP-4186,164,2022-01-02 23:11:52,-26.6,28.94,Celsius,IoT Device
SP-0628,165,2022-10-11 09:08:40,49.56,59.86,Celsius,Mobile App
SP-7214,166,2022-06-22 07:02:04,-1.5,21.57,Celsius,Mobile App
SP-7555,167,2022-09-16 12:05:15,-4.85,93.13,Fahrenheit,IoT Device
SP-9674,168,2022-02-15 11:08:11,34.92,42.38,Fahrenheit,Mobile App
SP-2347,169,2022-01-10 15:30:16,-22.54,80.32,Fahrenheit,IoT Device
SP-2822,170,2022-06-26 18:39:53,47.25,79.28,Celsius,Mobile App
SP-8391,171,2022-04-17 18:42:16,21.16,5.21,Celsius,Mobile App
SP-9088,172,2022-06-21 03:45:55,-4.7,56.49,Celsius,IoT Device
SP-3744,173,2022-11-11 08:32:43,-9.11,58.27,Celsius,Mobile App
SP-8528,174,2022-12-13 17:02:37,-46.79,62.63,Fahrenheit,Weather Station
SP-8359,175,2022-12-19 14:45:25,31.47,66.81,Fahrenheit,IoT Device
SP-5595,176,2022-03-06 14:45:56,10.88,92.99,Fahrenheit,Weather Station
SP-8767,177,2022-10-26 12:09:45,4.0,44.94,Fahrenheit,Weather Station
SP-2219,178,2022-06-02 18:51:01,39.05,22.82,Celsius,IoT Device
SP-5799,179,2022-09-06 23:58:00,-48.85,52.82,Fahrenheit,IoT Device
SP-4634,180,2022-01-19 19:16:39,24.07,31.01,Celsius,IoT Device
SP-6926,181,2022-03-17 03:46:15,-34.77,82.49,Fahrenheit,Weather Station
SP-6787,182,2022-04-06 16:43:41,11.52,63.79,Celsius,IoT Device
SP-6329,183,2022-04-20 15:10:25,34.17,30.24,Fahrenheit,Mobile App
SP-4215,184,2022-07-05 13:00:02,34.37,26.04,Fahrenheit,Weather Station
SP-7395,185,2022-02-22 00:32:57,-29.94,60.78,Celsius,Mobile App
SP-8857,186,2022-02-02 08:01:22,36.85,55.24,Fahrenheit,IoT Device
SP-1308,187,2022-11-30 23:25:36,1.07,51.51,Celsius,Mobile App
SP-0384,188,2022-05-07 06:35:38,-7.71,49.94,Celsius,Weather Station
SP-0018,189,2022-11-02 10:52:50,-16.41,46.94,Fahrenheit,Mobile App
SP-4158,190,2022-03-22 02:42:57,-11.05,42.72,Celsius,Mobile App
SP-5494,191,2022-07-14 22:07:15,-7.03,30.4,Fahrenheit,Mobile App
SP-1318,192,2022-08-23 15:45:39,-23.0,55.1,Fahrenheit,Weather Station
SP-4274,193,2022-10-30 03:25:47,44.33,21.33,Celsius,Mobile App
SP-2319,194,2022-11-07 04:28:27,-21.26,16.17,Celsius,IoT Device
SP-9513,195,2022-11-09 06:13:39,-46.23,22.43,Fahrenheit,Mobile App
SP-5507,196,2022-03-25 06:21:07,9.82,45.99,Fahrenheit,Weather Station
SP-0456,197,2022-01-17 10:32:51,-39.56,59.69,Fahrenheit,Mobile App
SP-5365,198,2022-12-24 08:08:11,13.68,83.22,Fahrenheit,Mobile App
SP-7690,199,2022-04-24 22:36:21,-26.99,60.7,Celsius,Mobile App
SP-3271,200,2022-07-17 02:05:25,12.17,81.33,Celsius,Weather Station
SP-8749,201,2022-03-07 02:19:59,-12.52,64.31,Celsius,Weather Station
SP-7709,202,2022-06-29 01:32:11,3.48,84.27,Celsius,Weather Station
SP-6892,203,2022-02-24 05:09:29,-24.8,10.03,Celsius,Mobile App
SP-7257,204,2022-12-01 16:58:27,48.69,72.01,Celsius,Weather Station
SP-1161,205,2022-02-04 03:56:05,-24.91,1.5,Celsius,Weather Station
SP-7495,206,2022-10-30 01:41:36,-30.56,12.87,Fahrenheit,IoT Device
SP-3558,207,2022-12-13 14:14:04,15.05,71.19,Celsius,Weather Station
SP-9506,208,2022-05-03 03:48:37,-42.02,18.17,Fahrenheit,Mobile App
SP-6450,209,2022-07-21 02:59:13,-37.02,48.42,Celsius,Weather Station
SP-6377,210,2022-06-30 21:46:20,45.18,85.76,Celsius,Mobile App
SP-9978,211,2022-12-19 13:16:52,27.79,62.87,Fahrenheit,IoT Device
SP-8547,212,2022-03-06 10:11:05,20.79,58.98,Celsius,Weather Station
SP-7235,213,2022-01-13 06:44:46,34.74,79.57,Fahrenheit,Mobile App
SP-6885,214,2022-03-03 10:25:12,4.68,71.26,Fahrenheit,Weather Station
SP-5300,215,2022-08-14 08:45:37,-43.8,18.78,Celsius,Weather Station
SP-8986,216,2022-02-06 10:52:57,10.08,50.99,Celsius,Weather Station
SP-1674,217,2022-10-05 18:32:13,-6.32,32.54,Celsius,Weather Station
SP-5656,218,2022-08-18 02:56:15,13.0,33.93,Fahrenheit,Mobile App
SP-1038,219,2022-06-04 02:01:41,-30.79,46.52,Fahrenheit,IoT Device
SP-1576,220,2022-01-15 17:59:15,39.65,98.81,Fahrenheit,IoT Device
SP-1675,221,2022-08-21 18:35:18,2.37,9.32,Fahrenheit,IoT Device
SP-7340,222,2022-01-06 17:16:55,41.69,43.06,Celsius,Mobile App
SP-8641,223,2022-03-22 10:44:59,-32.85,40.34,Fahrenheit,Weather Station
SP-5165,224,2022-01-09 22:50:34,8.68,58.44,Fahrenheit,IoT Device
SP-5494,225,2022-10-11 05:59:04,-6.5,20.85,Fahrenheit,Mobile App
SP-5988,226,2022-06-03 15:24:51,-37.39,38.04,Celsius,IoT Device
SP-6707,227,2022-03-28 02:46:48,-20.44,14.61,Fahrenheit,IoT Device
SP-8516,228,2022-10-11 05:02:50,-4.76,31.06,Fahrenheit,Weather Station
SP-8183,229,2022-11-02 12:03:42,8.07,64.07,Celsius,Weather Station
SP-8200,230,2022-09-19 22:51:49,7.83,5.1,Celsius,Weather Station
SP-9553,231,2022-06-04 10:11:41,-47.59,22.26,Celsius,Mobile App
SP-2071,232,2022-06-10 12:14:33,18.94,55.88,Fahrenheit,IoT Device
SP-6548,233,2022-11-27 14:26:43,34.53,80.58,Celsius,Weather Station
SP-9035,234,2022-09-17 05:28:24,-26.94,86.86,Celsius,Weather Station
SP-1562,235,2022-12-05 19:05:45,-40.3,35.45,Fahrenheit,Mobile App
SP-5146,236,2022-11-26 23:11:59,25.8,46.55,Fahrenheit,Mobile App
SP-1666,237,2022-09-23 07:41:29,48.09,79.88,Celsius,Mobile App
SP-2506,238,2022-03-19 03:34:23,9.18,98.23,Celsius,Mobile App
SP-5817,239,2022-01-27 03:15:36,23.39,33.25,Celsius,IoT Device
SP-1866,240,2022-10-23 06:08:32,-14.27,68.2,Celsius,IoT Device
SP-0416,241,2022-12-01 00:37:31,-37.15,69.05,Celsius,Weather Station
SP-7036,242,2022-07-04 02:04:58,-15.09,48.99,Fahrenheit,IoT Device
SP-1392,243,2022-07-20 20:38:27,47.73,42.6,Celsius,IoT Device
SP-7270,244,2022-01-20 00:27:57,43.16,3.48,Celsius,Mobile App
SP-1845,245,2022-10-27 09:38:14,-5.66,99.4,Celsius,IoT Device
SP-9213,246,2022-08-06 03:07:43,-46.97,92.78,Celsius,Mobile App
SP-6532,247,2022-01-31 18:27:07,32.5,41.99,Celsius,Mobile App
SP-0431,248,2022-12-22 07:01:00,-28.48,59.94,Celsius,Mobile App
SP-5571,249,2022-02-05 08:09:29,13.21,61.46,Fahrenheit,Mobile App
SP-9998,250,2022-06-08 11:05:57,19.33,2.83,Fahrenheit,Weather Station
SP-0772,251,2022-11-09 06:37:16,-17.91,54.24,Fahrenheit,IoT Device
SP-9786,252,2022-06-22 19:55:41,10.08,69.09,Fahrenheit,Mobile App
SP-4790,253,2022-04-02 01:33:09,-20.0,0.53,Fahrenheit,Mobile App
SP-8352,254,2022-10-29 11:33:18,16.38,21.36,Celsius,Mobile App
SP-0077,255,2022-06-06 13:54:15,-36.84,72.09,Fahrenheit,Mobile App
SP-4901,256,2022-07-05 08:39:03,-31.48,25.26,Celsius,Weather Station
SP-7197,257,2022-01-15 06:00:50,37.9,11.06,Fahrenheit,IoT Device
SP-6542,258,2022-06-12 15:14:37,14.79,24.53,Celsius,Weather Station
SP-1514,259,2022-03-21 15:22:30,16.43,44.93,Celsius,Weather Station
SP-9462,260,2022-08-23 00:12:34,-2.96,70.75,Celsius,IoT Device
SP-0439,261,2022-05-29 12:47:35,-24.87,33.8,Fahrenheit,Mobile App
SP-8191,262,2022-03-16 11:21:09,0.09,29.27,Fahrenheit,Mobile App
SP-3099,263,2022-11-22 12:35:31,-16.75,53.31,Fahrenheit,Weather Station
SP-0761,264,2022-11-16 20:57:55,30.56,7.52,Fahrenheit,Weather Station
SP-0465,265,2022-02-01 22:22:50,-33.68,5.95,Fahrenheit,Mobile App
SP-2706,266,2022-03-15 00:54:38,22.27,84.66,Celsius,Weather Station
SP-1845,267,2022-03-30 15:47:57,-42.23,61.33,Fahrenheit,IoT Device
SP-5592,268,2022-04-07 22:52:02,-11.15,71.91,Celsius,Weather Station
SP-7434,269,2022-02-28 13:57:40,-23.45,32.2,Celsius,Mobile App
SP-2798,270,2022-10-11 07:52:22,1.42,84.15,Fahrenheit,IoT Device
SP-7968,271,2022-07-12 11:20:11,48.27,62.25,Celsius,Mobile App
SP-1324,272,2022-06-16 15:03:03,-19.19,97.46,Celsius,IoT Device
SP-6913,273,2022-01-10 09:23:57,12.9,13.6,Fahrenheit,Mobile App
SP-6646,274,2022-10-21 19:45:02,-34.89,4.41,Celsius,IoT Device
SP-6346,275,2022-01-14 13:18:26,-24.67,33.2,Fahrenheit,Mobile App
SP-6035,276,2022-12-03 01:19:04,7.47,67.57,Fahrenheit,Weather Station
SP-3227,277,2022-09-20 15:33:18,13.97,71.15,Fahrenheit,IoT Device
SP-9859,278,2022-03-29 07:07:07,31.23,50.38,Celsius,Mobile App
SP-0309,279,2022-12-25 10:44:51,46.43,1.5,Celsius,Mobile App
SP-0983,280,2022-09-22 05:18:08,7.42,71.74,Fahrenheit,Mobile App
SP-8108,281,2022-01-08 23:53:09,16.91,12.61,Celsius,IoT Device
SP-4857,282,2022-02-01 12:51:42,34.16,86.79,Fahrenheit,IoT Device
SP-0402,283,2022-11-09 14:54:44,-38.22,57.33,Fahrenheit,Weather Station
SP-4810,284,2022-06-05 13:22:20,-42.8,5.76,Celsius,Mobile App
SP-0285,285,2022-01-03 22:15:14,29.12,94.32,Celsius,Weather Station
SP-7244,286,2022-07-25 14:22:18,47.11,73.91,Celsius,Weather Station
SP-5110,287,2022-09-19 00:12:27,-20.9,9.74,Celsius,Weather Station
SP-2185,288,2022-12-16 10:39:04,-8.15,4.7,Fahrenheit,IoT Device
SP-6219,289,2022-11-19 20:41:43,-8.3,3.28,Fahrenheit,Weather Station
SP-1708,290,2022-11-26 13:25:40,-27.01,64.47,Fahrenheit,Mobile App
SP-3032,291,2022-06-26 22:12:54,-36.54,32.85,Fahrenheit,Weather Station
SP-6904,292,2022-06-18 14:02:01,10.4,64.51,Fahrenheit,IoT Device
SP-1590,293,2022-11-26 14:43:32,10.72,32.68,Fahrenheit,Weather Station
SP-4735,294,2022-08-14 20:55:49,1.14,74.34,Celsius,Weather Station
SP-3930,295,2022-05-20 03:36:42,-23.76,94.84,Fahrenheit,Mobile App
SP-0580,296,2022-12-02 05:27:35,27.33,94.09,Fahrenheit,Mobile App
SP-9190,297,2022-03-02 21:53:07,20.64,95.8,Fahrenheit,Weather Station
SP-3371,298,2022-01-04 04:41:21,-13.0,22.37,Celsius,IoT Device
SP-1528,299,2022-09-15 11:02:09,-4.5,69.19,Fahrenheit,Mobile App
SP-1207,300,2022-02-08 04:55:05,-17.25,31.09,Fahrenheit,Mobile App
SP-6617,301,2022-06-11 23:48:21,34.84,47.51,Fahrenheit,IoT Device
SP-3101,302,2022-02-16 18:09:56,-26.2,7.8,Fahrenheit,Mobile App
SP-7914,303,2022-02-05 09:26:28,18.38,57.22,Celsius,IoT Device
SP-4537,304,2022-02-22 10:52:13,0.87,24.32,Celsius,Mobile App
SP-7726,305,2022-09-19 16:25:36,-18.31,20.58,Fahrenheit,Mobile App
SP-0051,306,2022-03-11 21:15:14,9.16,29.05,Fahrenheit,IoT Device
SP-8864,307,2022-01-23 05:14:38,23.5,64.45,Fahrenheit,Mobile App
SP-4875,308,2022-04-18 02:23:20,-39.89,70.58,Celsius,IoT Device
SP-9085,309,2022-01-16 04:15:25,-23.77,89.9,Fahrenheit,Weather Station
SP-4144,310,2022-05-29 08:04:11,4.45,52.66,Celsius,IoT Device
SP-8198,311,2022-04-13 21:50:10,-8.44,84.76,Fahrenheit,Mobile App
SP-7507,312,2022-04-05 04:41:42,28.27,60.77,Celsius,Mobile App
SP-4573,313,2022-06-05 17:19:36,-13.33,5.11,Celsius,Mobile App
SP-1785,314,2022-10-05 17:08:56,19.46,86.83,Fahrenheit,Weather Station
SP-8957,315,2022-10-11 00:29:50,18.27,19.05,Fahrenheit,Mobile App
SP-4467,316,2022-02-12 13:47:08,15.48,57.28,Celsius,Weather Station
SP-5675,317,2022-06-19 00:10:52,41.51,9.16,Fahrenheit,Weather Station
SP-7789,318,2022-10-30 06:48:18,49.35,34.18,Fahrenheit,Weather Station
SP-5176,319,2022-01-23 02:15:04,-37.46,54.5,Celsius,Weather Station
SP-6314,320,2022-07-24 07:56:42,6.03,21.53,Celsius,Mobile App
SP-5626,321,2022-04-24 12:09:02,39.49,12.64,Fahrenheit,Mobile App
SP-4460,322,2022-01-29 17:50:06,40.46,28.6,Celsius,Weather Station
SP-7516,323,2022-12-29 06:09:39,-22.69,96.1,Fahrenheit,IoT Device
SP-9310,324,2022-01-22 20:55:44,-15.98,78.12,Fahrenheit,IoT Device
SP-3668,325,2022-04-30 19:13:30,46.55,76.26,Celsius,Mobile App
SP-7036,326,2022-02-26 20:23:09,-41.32,10.96,Celsius,Weather Station
SP-9243,327,2022-04-28 11:28:38,-33.72,3.12,Fahrenheit,Mobile App
SP-4809,328,2022-07-24 01:32:17,39.68,74.13,Celsius,Weather Station
SP-5173,329,2022-02-27 22:07:59,-46.64,92.17,Celsius,Weather Station
SP-4604,330,2022-04-07 18:15:18,23.75,5.71,Fahrenheit,IoT Device
