ShipmentID,TemperatureID,DateTimeStemp,Temperature,Humidity,TemperatureUnit,Source
SP-0320,33,2022-11-17 22:21:58,28.86,67.11,Fahrenheit,Mobile App
SP-8248,34,2022-03-17 09:20:07,-49.79,10.55,Fahrenheit,IoT Device
SP-2067,35,2022-09-19 06:35:08,-18.12,92.62,Fahrenheit,Weather Station
SP-4721,36,2022-04-21 10:34:43,-16.28,73.71,Fahrenheit,Weather Station
SP-8500,37,2022-11-28 04:55:26,0.98,87.63,Fahrenheit,Mobile App
SP-6045,38,2022-09-01 11:24:39,11.49,60.02,Celsius,Mobile App
SP-4002,39,2022-01-22 15:57:34,42.73,55.86,Celsius,Mobile App
SP-8715,40,2022-12-15 23:37:11,-41.27,67.6,Celsius,Mobile App
SP-3541,41,2022-01-21 01:21:22,30.01,25.58,Fahrenheit,Weather Station
SP-0629,42,2022-04-25 20:30:03,-18.07,66.0,Fahrenheit,IoT Device
SP-4158,43,2022-11-17 03:25:39,40.67,44.36,Fahrenheit,Mobile App
SP-4628,44,2022-07-05 05:01:04,-13.4,36.21,Fahrenheit,Weather Station
SP-0499,45,2022-11-26 21:41:14,-24.49,74.94,Celsius,IoT Device
SP-2912,46,2022-03-29 21:53:51,-8.49,63.06,Fahrenheit,Weather Station
SP-6820,47,2022-11-11 16:40:19,1.48,64.11,Celsius,Weather Station
SP-7390,48,2022-06-08 05:35:09,1.53,70.12,Celsius,Weather Station
SP-7631,49,2022-04-21 11:33:28,-29.17,46.51,Celsius,Mobile App
SP-6301,50,2022-03-20 13:25:08,41.35,85.43,Celsius,Weather Station
SP-4684,51,2022-11-18 17:30:23,18.04,21.06,Celsius,Mobile App
SP-4554,52,2022-09-03 20:51:18,-14.25,33.11,Fahrenheit,Weather Station
SP-3354,53,2022-04-19 22:37:59,43.04,30.36,Celsius,Weather Station
SP-0360,54,2022-06-29 13:38:02,-43.95,93.61,Fahrenheit,IoT Device
SP-2371,55,2022-10-23 00:02:34,-20.56,73.47,Celsius,IoT Device
SP-4401,56,2022-11-11 12:28:58,-3.75,2.56,Fahrenheit,Weather Station
SP-9015,57,2022-07-13 06:20:46,9.62,26.35,Fahrenheit,Weather Station
SP-5435,58,2022-07-28 04:46:22,-30.7,80.53,Celsius,Weather Station
SP-6864,59,2022-10-20 14:05:47,19.8,29.37,Fahrenheit,IoT Device
SP-4721,60,2022-05-19 13:18:32,-35.76,38.04,Celsius,Mobile App
SP-6542,61,2022-02-13 21:40:32,18.13,20.17,Fahrenheit,Weather Station
SP-1038,62,2022-08-22 09:42:41,41.72,55.73,Celsius,Mobile App
SP-2365,63,2022-05-25 04:01:29,-7.4,54.09,Fahrenheit,IoT Device
SP-2833,64,2022-06-15 16:52:08,-39.48,43.4,Celsius,IoT Device
SP-0434,65,2022-12-21 06:40:36,-9.44,82.01,Fahrenheit,Mobile App
SP-0469,66,2022-04-25 00:39:52,12.76,21.05,Celsius,Weather Station
SP-7763,67,2022-04-26 21:22:41,14.79,42.02,Fahrenheit,IoT Device
SP-5879,68,2022-07-01 21:24:17,-27.76,35.47,Fahrenheit,Weather Station
SP-7970,69,2022-03-11 02:26:23,49.91,75.69,Celsius,Mobile App
SP-9015,70,2022-10-23 22:03:55,-21.7,61.19,Celsius,Weather Station
SP-5383,71,2022-11-27 21:42:42,48.15,18.05,Fahrenheit,IoT Device
SP-3024,72,2022-11-17 11:24:52,31.4,25.46,Fahrenheit,Weather Station
SP-8019,73,2022-12-10 06:43:27,39.18,66.2,Celsius,Weather Station
SP-2302,74,2022-06-30 10:11:33,34.8,82.46,Celsius,Weather Station
SP-2814,75,2022-02-19 07:27:56,33.2,30.88,Fahrenheit,Mobile App
SP-1878,76,2022-06-26 01:17:39,19.79,8.53,Fahrenheit,Mobile App
SP-9517,77,2022-12-27 09:56:34,-41.33,23.64,Celsius,Weather Station
SP-3999,78,2022-07-07 10:01:26,25.61,26.89,Fahrenheit,Weather Station
SP-9091,79,2022-11-23 04:10:24,8.22,63.87,Celsius,Weather Station
SP-1274,80,2022-01-22 14:46:44,23.14,34.19,Celsius,IoT Device
SP-0573,81,2022-09-01 04:43:33,-17.1,21.89,Fahrenheit,Mobile App
SP-7908,82,2022-05-31 12:17:05,30.88,99.04,Fahrenheit,Weather Station
SP-6357,83,2022-04-10 04:58:23,-40.72,3.73,Fahrenheit,Weather Station
SP-7358,84,2022-08-04 21:26:49,31.74,49.23,Fahrenheit,Weather Station
SP-6363,85,2022-11-12 12:21:37,19.3,27.19,Celsius,Mobile App
SP-6277,86,2022-08-12 06:41:38,30.9,11.5,Celsius,Mobile App
SP-7123,87,2022-12-17 10:25:57,-21.67,71.24,Fahrenheit,Mobile App
SP-7139,88,2022-05-20 11:13:18,-1.92,84.33,Celsius,Weather Station
SP-8983,89,2022-10-03 20:29:26,40.81,30.74,Celsius,Mobile App
SP-8635,90,2022-04-01 12:58:38,33.74,95.5,Fahrenheit,Weather Station
SP-0724,91,2022-10-12 00:57:35,-35.41,16.56,Celsius,Weather Station
SP-5276,92,2022-05-10 19:39:13,40.46,33.17,Celsius,Weather Station
SP-7221,93,2022-03-07 13:00:32,11.22,43.72,Celsius,Weather Station
SP-9819,94,2022-04-05 16:03:47,-15.97,79.39,Fahrenheit,Weather Station
SP-3021,95,2022-11-05 01:50:38,-15.11,66.36,Fahrenheit,IoT Device
SP-7192,96,2022-02-05 12:41:45,-19.06,35.22,Celsius,Weather Station
SP-6191,97,2022-09-17 19:43:06,22.55,95.32,Celsius,IoT Device
SP-6971,98,2022-10-19 10:42:18,45.91,80.81,Celsius,Mobile App
SP-8183,99,2022-11-05 06:24:40,-5.57,78.69,Fahrenheit,Mobile App
SP-8373,100,2022-06-26 04:31:05,37.41,11.64,Fahrenheit,IoT Device
SP-9880,101,2022-06-07 04:36:44,17.99,14.37,Celsius,Mobile App
SP-5021,102,2022-12-26 00:03:13,22.54,60.13,Celsius,Mobile App
SP-7665,103,2022-12-20 14:41:44,-3.62,20.54,Celsius,IoT Device
SP-0672,104,2022-04-05 18:35:19,-9.77,69.22,Fahrenheit,IoT Device
SP-0403,105,2022-08-09 20:48:33,-47.42,59.76,Fahrenheit,IoT Device
SP-6543,106,2022-03-16 19:32:24,-3.17,73.44,Fahrenheit,IoT Device
SP-6084,107,2022-06-21 02:38:30,-7.27,95.03,Celsius,Mobile App
SP-1644,108,2022-12-12 04:36:34,-46.6,3.29,Celsius,Mobile App
SP-1861,109,2022-07-14 20:38:20,-28.65,16.07,Celsius,IoT Device
SP-2961,110,2022-10-08 08:20:14,-38.92,60.98,Fahrenheit,IoT Device
SP-7153,111,2022-12-19 14:38:03,3.62,82.23,Celsius,Weather Station
SP-2534,112,2022-05-25 17:24:20,38.43,18.01,Fahrenheit,Weather Station
SP-1325,113,2022-08-07 18:58:17,-31.87,51.58,Celsius,Mobile App
SP-4213,114,2022-10-16 19:14:51,34.21,81.61,Celsius,Weather Station
SP-7316,115,2022-09-07 17:56:21,13.86,66.51,Fahrenheit,Mobile App
SP-3812,116,2022-06-15 06:38:48,43.79,7.67,Fahrenheit,Weather Station
SP-9460,117,2022-09-07 08:08:03,-27.2,14.07,Celsius,Weather Station
SP-7408,118,2022-10-26 19:48:49,-43.89,87.57,Fahrenheit,Weather Station
SP-9786,119,2022-11-23 10:20:59,-36.85,14.07,Fahrenheit,Mobile App
SP-6491,120,2022-07-25 18:00:09,-34.3,1.04,Celsius,Mobile App
SP-4821,121,2022-05-31 15:46:37,42.64,55.45,Celsius,IoT Device
SP-9952,122,2022-04-22 20:17:36,29.28,32.08,Celsius,Mobile App
SP-3307,123,2022-02-13 14:06:18,-15.37,8.05,Fahrenheit,Weather Station
SP-3753,124,2022-03-23 13:21:34,14.41,18.94,Fahrenheit,IoT Device
SP-9041,125,2022-07-01 15:18:44,3.78,23.54,Celsius,Weather Station
SP-4400,126,2022-04-05 20:18:17,41.44,96.43,Celsius,Weather Station
SP-4733,127,2022-11-19 01:01:07,-39.45,67.19,Fahrenheit,Mobile App
SP-1264,128,2022-06-23 14:29:22,-19.54,67.38,Celsius,IoT Device
SP-2697,129,2022-12-18 03:26:44,25.35,56.95,Fahrenheit,IoT Device
SP-8313,130,2022-04-26 10:49:28,27.5,96.49,Celsius,Mobile App
SP-2193,131,2022-03-14 05:56:22,-24.24,96.22,Celsius,IoT Device
SP-9319,132,2022-04-21 09:04:09,43.88,24.03,Celsius,IoT Device
SP-2224,133,2022-07-13 11:05:35,-9.52,63.89,Celsius,IoT Device
SP-0351,134,2022-01-17 08:26:20,19.68,33.04,Celsius,Mobile App
SP-7189,135,2022-05-22 17:52:43,-14.45,24.68,Fahrenheit,Weather Station
SP-1406,136,2022-07-21 21:33:48,10.23,58.46,Celsius,Weather Station
SP-6717,137,2022-01-16 11:54:04,31.89,78.92,Celsius,Mobile App
SP-9869,138,2022-04-16 21:55:54,-11.87,90.01,Celsius,Weather Station
SP-3310,139,2022-01-16 15:03:38,-35.7,2.03,Fahrenheit,Mobile App
SP-3961,140,2022-11-02 11:16:28,46.85,1.3,Celsius,Mobile App
SP-9478,141,2022-01-23 12:46:18,49.56,21.07,Fahrenheit,Weather Station
SP-2953,142,2022-03-22 21:28:54,1.25,74.52,Celsius,IoT Device
SP-4498,143,2022-01-10 09:49:25,7.71,37.59,Celsius,Weather Station
SP-8668,144,2022-09-11 07:12:56,1.9,10.42,Celsius,Mobile App
SP-2795,145,2022-07-22 11:52:45,33.73,83.14,Celsius,IoT Device
SP-4158,146,2022-05-10 11:58:25,24.16,58.32,Celsius,Mobile App
SP-2628,147,2022-07-14 20:52:51,7.45,85.42,Fahrenheit,Weather Station
SP-8766,148,2022-03-12 14:11:00,-20.98,23.82,Fahrenheit,Mobile App
SP-6597,149,2022-06-24 03:46:28,8.97,87.97,Fahrenheit,IoT Device
SP-2162,150,2022-02-20 10:50:13,44.08,14.75,Fahrenheit,Weather Station
SP-6330,151,2022-11-03 11:32:47,30.8,40.78,Fahrenheit,Weather Station
SP-8238,152,2022-02-10 18:37:41,9.42,72.63,Fahrenheit,Mobile App
SP-6451,153,2022-05-24 14:17:54,27.69,20.2,Celsius,IoT Device
SP-1046,154,2022-04-30 13:37:19,24.56,20.46,Celsius,Weather Station
SP-8257,155,2022-02-06 00:13:18,33.14,13.04,Fahrenheit,Mobile App
SP-7526,156,2022-03-20 08:41:13,-18.94,27.47,Celsius,Mobile App
SP-2845,157,2022-08-15 18:27:24,-17.1,57.97,Fahrenheit,Mobile App
SP-0306,158,2022-01-12 00:54:28,8.25,79.3,Fahrenheit,IoT Device
SP-6402,159,2022-10-04 12:22:26,24.61,74.41,Celsius,Mobile App
SP-8128,160,2022-05-08 19:27:33,-44.47,74.3,Fahrenheit,Weather Station
SP-8357,161,2022-11-24 03:31:14,-38.74,49.35,Fahrenheit,IoT Device
SP-4752,162,2022-08-25 22:05:42,49.05,35.87,Celsius,IoT Device
SP-0709,163,2022-04-21 15:38:05,1.32,26.08,Celsius,IoT Device
SP-2619,164,2022-02-23 11:14:37,34.51,40.34,Fahrenheit,Mobile App
SP-0023,165,2022-04-04 15:56:29,10.7,31.02,Fahrenheit,IoT Device
SP-1552,166,2022-01-17 10:12:01,29.98,39.51,Celsius,Weather Station
SP-6671,167,2022-06-21 17:37:21,49.33,25.48,Fahrenheit,Mobile App
SP-2580,168,2022-09-26 09:51:58,33.69,6.5,Celsius,IoT Device
SP-0862,169,2022-07-20 03:21:33,7.1,64.89,Fahrenheit,Weather Station
SP-2498,170,2022-06-03 23:52:48,10.69,87.52,Celsius,Weather Station
SP-1795,171,2022-05-27 04:32:02,11.49,82.73,Celsius,Weather Station
SP-2803,172,2022-09-05 14:43:32,-49.0,7.33,Fahrenheit,Mobile App
SP-1333,173,2022-10-10 03:42:37,7.02,51.52,Fahrenheit,IoT Device
SP-3382,174,2022-01-12 05:10:59,40.75,33.49,Celsius,Mobile App
SP-9225,175,2022-03-06 00:56:33,5.63,75.94,Celsius,Mobile App
SP-2852,176,2022-07-17 10:48:29,40.27,65.06,Celsius,IoT Device
SP-4417,177,2022-01-07 20:10:49,27.47,84.19,Celsius,Mobile App
SP-3236,178,2022-07-09 01:57:38,45.39,73.26,Fahrenheit,IoT Device
SP-9241,179,2022-11-27 11:08:44,-6.79,63.79,Celsius,Weather Station
SP-2962,180,2022-04-13 21:29:52,32.1,4.33,Fahrenheit,Mobile App
SP-4104,181,2022-06-03 10:18:00,-14.02,56.46,Celsius,Weather Station
SP-5676,182,2022-10-25 09:32:54,5.78,12.76,Celsius,Mobile App
SP-9539,183,2022-08-20 03:07:42,-44.9,96.81,Celsius,Mobile App
SP-4531,184,2022-10-14 13:22:45,-10.1,76.33,Fahrenheit,Weather Station
SP-3469,185,2022-03-31 22:28:41,48.84,8.5,Fahrenheit,IoT Device
SP-1024,186,2022-08-27 04:06:12,-30.25,43.33,Fahrenheit,Weather Station
SP-9102,187,2022-06-04 00:35:46,39.92,75.7,Fahrenheit,Mobile App
SP-7407,188,2022-03-13 19:46:44,30.05,84.26,Fahrenheit,IoT Device
SP-8502,189,2022-09-10 16:09:11,36.29,5.65,Fahrenheit,Weather Station
SP-2875,190,2022-04-23 07:07:27,26.48,63.56,Celsius,Weather Station
SP-0214,191,2022-03-16 13:55:19,-12.48,41.5,Fahrenheit,Mobile App
SP-9487,192,2022-05-07 07:20:02,-49.8,90.99,Celsius,Weather Station
SP-9230,193,2022-07-25 19:25:27,-7.66,51.2,Celsius,Weather Station
SP-5076,194,2022-03-17 22:29:42,34.25,54.76,Fahrenheit,Mobile App
SP-8141,195,2022-02-05 22:39:06,-45.59,64.64,Fahrenheit,Mobile App
SP-1978,196,2022-06-06 05:39:50,-27.12,57.01,Fahrenheit,IoT Device
SP-2522,197,2022-06-09 13:05:10,-34.9,77.78,Fahrenheit,Mobile App
SP-2809,198,2022-09-24 10:47:25,-47.24,65.4,Celsius,Weather Station
SP-0206,199,2022-05-07 14:11:01,32.83,81.41,Celsius,Mobile App
SP-8031,200,2022-06-11 11:18:29,15.68,81.16,Celsius,Mobile App
SP-3780,201,2022-08-27 12:15:28,-3.07,0.16,Fahrenheit,Mobile App
SP-1767,202,2022-03-16 17:02:01,7.75,41.91,Fahrenheit,Weather Station
SP-2607,203,2022-04-20 12:15:16,3.37,82.28,Fahrenheit,IoT Device
SP-0190,204,2022-12-23 21:32:56,-46.06,88.55,Celsius,IoT Device
SP-4555,205,2022-09-16 17:50:20,49.74,29.58,Celsius,Mobile App
SP-2729,206,2022-05-17 05:06:36,-12.72,17.67,Fahrenheit,Mobile App
SP-5273,207,2022-06-28 04:23:16,42.89,2.7,Fahrenheit,Weather Station
SP-6460,208,2022-04-25 12:21:09,-9.06,61.87,Fahrenheit,Weather Station
SP-8914,209,2022-01-15 11:02:44,31.04,52.88,Fahrenheit,IoT Device
SP-4603,210,2022-09-13 07:00:24,-22.76,68.33,Fahrenheit,Weather Station
SP-3086,211,2022-11-10 11:32:28,-13.83,13.27,Celsius,Mobile App
SP-9985,212,2022-04-04 15:48:24,-19.33,97.06,Celsius,Weather Station
SP-1878,213,2022-05-27 10:14:08,-15.81,68.36,Celsius,IoT Device
SP-8677,214,2022-07-19 23:07:14,24.97,27.84,Fahrenheit,Mobile App
SP-4819,215,2022-11-28 00:54:34,18.22,70.26,Celsius,IoT Device
SP-1310,216,2022-08-10 08:10:33,-28.18,21.25,Fahrenheit,Weather Station
SP-8998,217,2022-09-30 08:32:10,45.0,44.61,Celsius,Weather Station
SP-5699,218,2022-11-18 11:46:13,-13.38,46.25,Celsius,Mobile App
SP-9446,219,2022-02-01 19:01:31,-28.36,77.98,Celsius,IoT Device
SP-7367,220,2022-11-11 20:34:25,41.79,29.95,Celsius,IoT Device
SP-6751,221,2022-05-29 12:06:40,43.39,27.99,Celsius,Weather Station
SP-0934,222,2022-03-04 15:21:10,-5.95,33.52,Celsius,IoT Device
SP-8170,223,2022-12-13 19:13:16,14.44,34.98,Celsius,IoT Device
SP-7125,224,2022-11-20 14:06:25,47.28,37.97,Celsius,Mobile App
SP-8111,225,2022-01-31 12:00:29,39.28,60.32,Fahrenheit,IoT Device
SP-0863,226,2022-04-02 17:00:29,-8.78,69.7,Celsius,IoT Device
SP-3888,227,2022-09-05 13:39:58,-49.94,50.14,Fahrenheit,Weather Station
SP-4235,228,2022-10-05 03:06:59,-10.07,54.92,Celsius,Weather Station
SP-4716,229,2022-11-23 22:39:37,-42.92,96.72,Celsius,Weather Station
SP-9535,230,2022-09-07 01:03:58,30.02,75.18,Fahrenheit,Weather Station
SP-6713,231,2022-12-13 05:12:13,-2.16,73.21,Fahrenheit,Weather Station
SP-3332,232,2022-10-01 12:46:14,-43.69,6.21,Celsius,Mobile App
SP-8702,233,2022-01-25 19:05:33,-41.32,27.07,Celsius,Mobile App
SP-1004,234,2022-03-13 06:08:10,-7.52,0.89,Celsius,IoT Device
SP-8609,235,2022-11-03 19:58:00,2.95,89.1,Celsius,Mobile App
SP-0584,236,2022-09-22 13:09:28,-4.24,43.96,Fahrenheit,IoT Device
SP-2221,237,2022-11-26 12:38:36,33.83,68.74,Celsius,IoT Device
SP-0123,238,2022-08-16 11:38:17,28.4,51.15,Fahrenheit,Mobile App
SP-2312,239,2022-07-25 10:21:47,-32.53,8.22,Fahrenheit,IoT Device
SP-1234,240,2022-10-06 00:26:01,-31.76,93.79,Celsius,IoT Device
SP-3410,241,2022-02-18 16:35:38,-39.66,72.25,Celsius,Mobile App
SP-0891,242,2022-01-31 07:50:23,24.47,55.23,Celsius,Mobile App
SP-0898,243,2022-04-25 15:25:31,30.26,63.82,Fahrenheit,Mobile App
SP-7019,244,2022-04-12 00:27:24,-32.43,82.07,Fahrenheit,IoT Device
SP-9865,245,2022-02-05 04:39:07,27.3,39.19,Celsius,IoT Device
SP-7629,246,2022-12-09 08:01:17,23.62,51.1,Fahrenheit,IoT Device
SP-3356,247,2022-11-14 22:00:58,-3.53,1.27,Celsius,IoT Device
SP-2505,248,2022-06-15 15:26:24,5.77,39.47,Fahrenheit,Weather Station
SP-3966,249,2022-11-30 04:40:21,-18.58,91.96,Celsius,Weather Station
SP-6571,250,2022-04-04 22:51:29,-25.77,58.61,Celsius,Mobile App
SP-3466,251,2022-04-28 18:18:55,35.32,51.48,Celsius,Weather Station
SP-4568,252,2022-08-02 05:51:54,0.4,73.09,Fahrenheit,Weather Station
SP-1844,253,2022-01-19 19:36:34,43.65,1.12,Celsius,IoT Device
SP-9012,254,2022-11-30 10:05:56,-26.19,36.29,Fahrenheit,Weather Station
SP-8246,255,2022-02-22 20:43:30,-16.14,30.05,Fahrenheit,Weather Station
SP-9543,256,2022-09-03 07:00:23,14.69,35.14,Celsius,Mobile App
SP-3467,257,2022-07-02 05:13:23,21.72,98.2,Fahrenheit,IoT Device
SP-2248,258,2022-05-19 02:57:22,-7.04,43.95,Fahrenheit,IoT Device
SP-8863,259,2022-08-25 11:58:11,-46.65,50.52,Fahrenheit,IoT Device
SP-2158,260,2022-12-07 09:18:59,6.02,90.89,Fahrenheit,Mobile App
SP-4891,261,2022-08-05 13:59:52,35.36,42.69,Fahrenheit,IoT Device
SP-3732,262,2022-08-28 20:23:32,-29.97,52.46,Fahrenheit,Mobile App
SP-2652,263,2022-03-18 08:01:11,42.96,35.24,Fahrenheit,IoT Device
SP-2785,264,2022-06-09 17:25:20,27.93,82.83,Fahrenheit,Mobile App
SP-5500,265,2022-08-04 18:58:24,42.96,76.02,Fahrenheit,Mobile App
SP-0000,266,2022-08-25 06:59:33,3.15,29.85,Fahrenheit,Weather Station
SP-7086,267,2022-12-10 08:27:01,-16.64,33.97,Celsius,Weather Station
SP-4850,268,2022-09-16 06:26:31,10.46,27.75,Fahrenheit,Weather Station
SP-5596,269,2022-07-25 22:51:09,26.15,75.31,Celsius,Mobile App
SP-3572,270,2022-06-20 17:52:17,-39.33,59.9,Fahrenheit,IoT Device
SP-0663,271,2022-08-31 00:35:28,26.1,64.55,Celsius,Mobile App
SP-9283,272,2022-03-20 16:01:26,-15.96,91.2,Celsius,IoT Device
SP-1327,273,2022-05-08 15:22:57,-29.91,94.89,Fahrenheit,Mobile App
SP-5017,274,2022-07-14 13:29:55,9.46,71.32,Celsius,Mobile App
SP-3380,275,2022-08-11 02:49:56,26.89,5.71,Celsius,Weather Station
SP-5108,276,2022-05-20 07:46:23,10.92,50.46,Fahrenheit,Mobile App
SP-4452,277,2022-09-14 19:48:45,11.24,36.74,Celsius,Weather Station
SP-8920,278,2022-01-26 00:36:52,-4.43,4.31,Celsius,Mobile App
SP-0840,279,2022-12-23 20:35:12,47.28,71.2,Fahrenheit,Mobile App
SP-0691,280,2022-07-28 03:42:11,33.54,32.42,Celsius,Weather Station
SP-6343,281,2022-05-23 09:15:06,23.36,26.33,Fahrenheit,IoT Device
SP-0795,282,2022-12-30 13:46:08,-31.1,48.94,Fahrenheit,IoT Device
SP-2677,283,2022-05-20 20:58:36,-39.73,42.26,Celsius,Weather Station
SP-6346,284,2022-05-28 11:23:01,15.8,58.03,Fahrenheit,IoT Device
SP-5126,285,2022-11-02 13:54:07,-37.9,23.01,Celsius,IoT Device
SP-0693,286,2022-09-04 07:21:04,14.61,82.54,Fahrenheit,Mobile App
SP-9671,287,2022-08-21 17:11:27,30.47,31.1,Fahrenheit,IoT Device
SP-9770,288,2022-08-19 03:37:24,-49.15,52.61,Fahrenheit,Weather Station
SP-5471,289,2022-04-29 01:25:42,31.53,83.76,Fahrenheit,Weather Station
SP-5376,290,2022-11-05 08:47:30,-24.31,53.29,Fahrenheit,Mobile App
SP-9872,291,2022-12-02 16:55:27,-24.45,89.99,Fahrenheit,IoT Device
SP-2200,292,2022-08-09 01:54:53,16.07,29.62,Celsius,Mobile App
SP-9645,293,2022-07-19 04:55:17,-17.87,22.88,Fahrenheit,Weather Station
SP-8830,294,2022-06-24 16:49:45,-38.05,35.4,Fahrenheit,IoT Device
SP-0359,295,2022-09-11 00:57:08,-39.49,30.45,Celsius,Weather Station
SP-2053,296,2022-01-19 16:26:49,-34.88,1.62,Fahrenheit,Weather Station
SP-3637,297,2022-07-08 13:28:15,13.64,12.35,Fahrenheit,IoT Device
SP-1020,298,2022-08-08 07:38:47,25.91,61.61,Fahrenheit,Weather Station
SP-6918,299,2022-08-23 06:26:31,-33.18,67.48,Celsius,IoT Device
SP-7671,300,2022-01-25 17:22:30,-34.6,23.0,Fahrenheit,IoT Device
SP-5651,301,2022-12-06 12:11:27,23.46,37.99,Celsius,IoT Device
SP-6981,302,2022-08-17 05:30:55,30.07,58.58,Celsius,Weather Station
SP-2132,303,2022-02-23 19:17:06,26.01,56.04,Fahrenheit,Mobile App
SP-8403,304,2022-02-15 12:15:58,-19.85,12.77,Fahrenheit,IoT Device
SP-0601,305,2022-03-17 02:19:32,35.21,76.77,Celsius,Weather Station
SP-9640,306,2022-02-04 13:04:26,2.21,2.77,Celsius,Mobile App
SP-3815,307,2022-12-01 11:08:27,-8.1,12.08,Fahrenheit,Mobile App
SP-6958,308,2022-11-23 02:21:29,-3.7,59.21,Fahrenheit,Weather Station
SP-5943,309,2022-12-03 09:23:47,-47.36,1.47,Celsius,IoT Device
SP-7229,310,2022-06-13 21:37:30,44.28,55.64,Celsius,Mobile App
SP-7066,311,2022-04-15 17:08:42,-33.06,15.68,Fahrenheit,IoT Device
SP-0963,312,2022-02-11 09:21:36,-37.67,98.95,Celsius,Mobile App
SP-6289,313,2022-03-13 09:01:55,21.95,52.65,Celsius,Weather Station
SP-0257,314,2022-12-16 06:17:56,48.47,38.88,Celsius,Weather Station
SP-3107,315,2022-09-18 22:16:41,-0.11,1.54,Celsius,IoT Device
SP-5665,316,2022-09-02 22:07:00,41.18,94.37,Fahrenheit,Weather Station
SP-9943,317,2022-05-06 09:56:15,-38.41,47.9,Fahrenheit,IoT Device
SP-0671,318,2022-11-04 03:34:29,23.49,90.12,Celsius,Weather Station
SP-8798,319,2022-02-11 03:37:39,-23.8,43.81,Fahrenheit,Weather Station
SP-5541,320,2022-12-25 03:14:38,6.13,19.25,Fahrenheit,IoT Device
SP-0947,321,2022-05-08 11:08:27,17.9,24.22,Celsius,Weather Station
SP-6954,322,2022-02-08 20:09:35,-22.85,28.36,Celsius,Mobile App
SP-9785,323,2022-07-08 06:54:47,45.88,97.04,Fahrenheit,Weather Station
SP-9125,324,2022-07-22 12:57:24,28.3,62.73,Celsius,IoT Device
SP-7321,325,2022-12-20 13:30:40,-1.1,25.75,Celsius,Mobile App
SP-8655,326,2022-06-01 21:24:11,-32.89,1.02,Celsius,Mobile App
SP-4056,327,2022-08-22 05:58:37,40.35,71.2,Fahrenheit,IoT Device
SP-7860,328,2022-11-28 16:57:07,-22.58,47.46,Celsius,Weather Station
SP-9577,329,2022-07-04 20:31:50,31.11,23.73,Fahrenheit,Mobile App
SP-7085,330,2022-03-17 06:53:24,-3.4,19.66,Fahrenheit,IoT Device
SP-2557,331,2022-06-30 03:53:58,3.55,44.88,Fahrenheit,Mobile App
