ShiptmentID,TemperatureID,DateTimeStemp,Temperature,Humidity,TemperatureUnit,Source
SP-9540,291,2022-08-01 20:38:10,-7.69,63.05,Celsius,Weather Station
SP-4561,292,2022-11-04 05:55:58,-45.07,75.35,Fahrenheit,Mobile App
SP-7818,293,2022-06-26 05:59:55,-34.62,11.04,Celsius,IoT Device
SP-8265,294,2022-07-12 18:25:52,-7.41,35.57,Fahrenheit,Mobile App
SP-9111,295,2022-08-19 07:01:43,11.44,9.57,Celsius,Mobile App
SP-0905,296,2022-03-24 15:00:57,-13.81,0.42,Fahrenheit,Weather Station
SP-2909,297,2022-10-10 13:38:19,12.92,65.01,Celsius,Weather Station
SP-5864,298,2022-04-01 12:29:25,-11.82,36.54,Fahrenheit,Mobile App
SP-6432,299,2022-02-21 01:18:46,14.09,24.44,Fahrenheit,Weather Station
SP-2880,300,2022-07-08 08:06:15,45.21,28.33,Celsius,Mobile App
SP-2340,301,2022-04-11 10:46:30,-24.85,5.48,Fahrenheit,Weather Station
SP-4574,302,2022-01-27 20:46:28,-48.17,56.56,Celsius,Weather Station
SP-8421,303,2022-12-03 08:28:50,1.19,45.54,Fahrenheit,Mobile App
SP-9510,304,2022-04-25 08:24:35,2.82,66.75,Fahrenheit,IoT Device
SP-7846,305,2022-06-23 00:22:04,-40.61,16.15,Celsius,IoT Device
SP-7820,306,2022-04-19 03:10:59,-10.68,7.6,Fahrenheit,Mobile App
SP-9300,307,2022-01-14 05:16:29,-30.29,34.16,Celsius,Weather Station
SP-1923,308,2022-02-15 11:57:20,-37.78,46.73,Celsius,Weather Station
SP-6076,309,2022-07-28 16:19:11,-13.46,74.93,Celsius,Mobile App
SP-4271,310,2022-07-29 18:26:10,-16.33,22.18,Fahrenheit,Mobile App
SP-1589,311,2022-01-14 23:16:31,-42.64,56.34,Fahrenheit,Mobile App
SP-0101,312,2022-03-22 18:44:36,-38.8,36.04,Celsius,IoT Device
SP-7768,313,2022-07-15 03:26:35,7.87,47.33,Celsius,IoT Device
SP-0758,314,2022-07-08 10:51:34,-16.79,90.9,Fahrenheit,IoT Device
SP-7251,315,2022-02-16 01:52:41,33.5,40.99,Celsius,Weather Station
SP-2187,316,2022-09-11 20:57:55,33.53,0.44,Celsius,Mobile App
SP-5023,317,2022-05-01 06:20:42,-39.83,56.83,Celsius,IoT Device
SP-3669,318,2022-09-27 12:15:45,-39.32,52.43,Celsius,Weather Station
SP-5416,319,2022-07-14 20:27:36,39.83,4.44,Celsius,IoT Device
SP-7344,320,2022-10-16 07:02:14,19.8,55.65,Celsius,IoT Device
SP-8524,321,2022-10-07 21:19:00,-37.59,63.54,Celsius,Weather Station
SP-8968,322,2022-08-21 20:24:40,37.1,83.54,Celsius,Weather Station
SP-5142,323,2022-01-12 02:59:10,-11.39,53.16,Celsius,Weather Station
SP-6851,324,2022-04-05 01:08:55,-40.31,72.0,Celsius,IoT Device
SP-5924,325,2022-06-18 14:20:02,18.64,45.06,Celsius,IoT Device
SP-7774,326,2022-02-07 15:19:45,37.96,44.95,Celsius,Weather Station
SP-0669,327,2022-04-07 17:31:24,42.12,67.01,Celsius,Weather Station
SP-0784,328,2022-03-17 20:01:50,-26.2,76.75,Celsius,Mobile App
SP-7967,329,2022-02-10 07:49:05,-16.4,46.27,Fahrenheit,IoT Device
SP-4659,330,2022-11-28 10:56:08,12.51,76.3,Celsius,Weather Station
SP-8760,331,2022-01-01 07:08:20,-9.77,32.66,Fahrenheit,IoT Device
SP-5833,332,2022-03-13 11:26:12,-28.36,32.31,Fahrenheit,IoT Device
