ShipmentID,OriginLocation,DestinationLocation,ShipmentDateTime,ExpectedArrivalDateTime,ShipmentStatus,ShipperId,ConsigneeId,ShipmentType,ContentsDescription
SP-0120,Sebuku,Mae Chan,2023-01-11 00:26:36,2022-12-09 15:30:15,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Synchronised client-server neural-net
SP-4664,Puyan,Shenavan,2023-02-28 14:24:14,2023-02-27 23:50:51,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Cross-group 3rd generation process improvement
SP-9647,Seattle,Leiguan,2023-07-15 01:13:39,2023-03-20 08:48:13,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Decentralized cohesive knowledge base
SP-9715,Uubulan,Melbourne,2023-03-11 15:16:27,2023-01-16 10:38:22,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Multi-tiered exuding archive
SP-9784,Pyhäntä,Gubu,2022-10-09 02:11:23,2023-09-17 00:52:38,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Persevering high-level capability
SP-4457,Shīnḏanḏ,Zheleznovodsk,2023-03-27 02:20:19,2023-07-13 21:14:30,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Fundamental web-enabled workforce
SP-3878,Venezia,Dashiju,2023-03-01 13:33:04,2022-09-30 05:37:36,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Pre-emptive mobile interface
SP-6319,Jiebu,São Joaquim,2023-01-06 14:16:05,2023-01-28 22:35:56,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Devolved uniform core
SP-9619,Kao Liao,Derhachi,2023-06-03 08:16:12,2023-08-22 08:06:38,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Multi-channelled content-based architecture
SP-6515,Porto Seguro,Kunshan,2023-02-26 12:00:28,2023-06-27 22:36:27,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Reactive exuding project
SP-5964,Młynary,Lišov,2023-09-12 06:03:34,2023-08-02 14:31:12,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Operative high-level initiative
SP-6873,Caromatan,Cimanggu,2023-05-05 21:05:53,2023-05-11 05:56:10,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Customer-focused executive service-desk
SP-5677,Bastos,Limoges,2023-04-08 23:29:39,2023-06-11 13:35:58,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Proactive logistical time-frame
SP-2949,Catalão,Nenagh,2022-10-18 02:25:28,2022-10-03 18:05:30,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Future-proofed homogeneous core
SP-3466,Tanjiaqiao,Tân Hòa,2022-09-25 20:24:22,2022-12-21 08:07:02,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Cloned secondary knowledge base
SP-0078,Pousada,Huimin,2023-07-23 08:06:16,2022-11-25 08:33:17,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Networked national toolset
SP-6962,Las Tunas,Boca Suno,2022-11-07 17:25:19,2022-10-19 11:24:15,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Advanced needs-based functionalities
SP-0590,Chang’an,Keruguya,2023-04-22 17:49:21,2022-11-16 18:32:14,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Focused actuating secured line
SP-0984,Weifen,Siao,2023-08-09 15:53:31,2022-10-24 17:29:39,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Versatile encompassing structure
SP-4878,Cláudio,Gaoliban,2023-03-22 08:44:15,2023-05-03 03:25:20,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Upgradable contextually-based process improvement
SP-4676,Hougang,Denglong,2023-07-13 18:34:34,2023-05-17 08:38:31,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Face to face demand-driven encoding
SP-1778,Oslo,Mae Charim,2023-02-19 08:55:28,2023-08-15 11:52:53,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Centralized client-server projection
SP-5649,Ribeira,Krajan Pundungsari,2022-10-14 21:35:50,2023-05-13 14:52:32,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Triple-buffered next generation open architecture
SP-8484,Agrela,Tampere,2023-07-12 21:34:59,2023-08-21 21:39:00,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Persevering empowering conglomeration
SP-5184,Sérifos,Wuguishan,2023-08-20 07:42:19,2023-08-26 15:05:06,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Pre-emptive heuristic process improvement
SP-4215,Yangxi,Shuanghe,2023-04-14 14:29:01,2023-03-20 12:43:42,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Cross-platform reciprocal product
SP-4510,Longotea,Lajedo,2023-05-18 09:58:21,2023-01-15 19:33:53,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Expanded clear-thinking process improvement
SP-3055,Tivat,Zhongxi,2022-12-19 21:42:06,2023-01-09 04:21:18,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Synergistic optimizing open system
SP-2315,Ndago,San Miguel Dueñas,2023-09-07 19:40:32,2022-11-08 21:11:39,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,User-centric logistical model
SP-3036,Baima,Krasne,2023-06-16 21:00:34,2022-11-01 00:51:09,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Innovative solution-oriented conglomeration
SP-5001,Yueyahe,Lakatoro,2023-03-11 15:31:10,2023-04-02 04:30:55,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Secured local superstructure
SP-9569,Tylicz,Leramatang,2022-10-15 14:41:33,2023-06-10 07:01:15,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Balanced stable function
SP-3036,Fushan,Bousso,2023-04-26 23:28:08,2023-08-17 15:21:03,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Advanced logistical array
SP-0549,Vaxholm,Perdões,2022-12-08 15:14:44,2022-11-17 18:30:45,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Programmable empowering structure
SP-6471,San Fernando,Damatou,2023-08-02 06:30:46,2023-08-27 11:57:39,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Synergized mobile paradigm
SP-8006,Cabouco,Vila Franca,2022-12-31 04:07:57,2022-10-31 00:07:11,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Organic directional toolset
SP-1712,Jarry,San Jose,2023-03-11 03:48:19,2023-06-19 07:54:40,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Progressive incremental installation
SP-0678,Horodnya,Chengdong,2022-11-25 02:27:33,2023-03-26 18:44:33,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Decentralized 6th generation internet solution
SP-4774,Agkathiá,Tapilon,2023-01-05 08:46:38,2022-11-14 22:47:30,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Visionary modular moratorium
SP-1875,Murfreesboro,Nanxinxiang,2023-02-09 02:19:19,2023-03-24 14:55:48,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Ergonomic context-sensitive toolset
SP-9055,Quebradas,Zátor,2023-02-21 12:24:39,2023-01-26 22:11:27,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Ergonomic object-oriented product
SP-3280,Dajianchang,Kanda,2023-01-07 08:17:30,2023-08-04 02:58:43,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Future-proofed leading edge project
SP-3872,Kinnegad,Vidnoye,2022-11-20 19:39:36,2023-09-20 03:41:09,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Quality-focused asynchronous capability
SP-6677,Laagri,Jarigue,2022-10-19 13:47:07,2023-07-12 12:34:39,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Versatile full-range emulation
SP-3111,Jinjiang,Lasehao,2023-05-09 08:28:18,2023-05-19 03:51:10,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Progressive intermediate forecast
SP-3047,Hecun,Erjia,2023-04-05 23:06:25,2023-02-22 17:58:20,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Focused global function
SP-7975,Casal do Sapo,Lashkar Gāh,2023-08-09 15:16:05,2023-02-08 19:27:48,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Polarised local projection
SP-9608,Međa,Hankasalmi,2023-06-28 10:42:45,2022-10-03 01:21:31,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Automated modular concept
SP-3142,Bayan Bulag,Talnakh,2023-01-30 18:39:00,2023-04-20 00:27:45,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Persistent non-volatile installation
SP-7883,Wieczfnia Kościelna,Benavila,2022-10-02 19:06:46,2023-06-22 04:38:23,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Compatible user-facing secured line
SP-1126,Pamoyanan,Kamifukuoka,2023-01-14 15:24:34,2023-01-12 21:52:06,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Extended high-level database
SP-4641,San Juan,Mirów,2022-10-30 16:06:19,2023-08-01 12:47:48,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Re-contextualized discrete orchestration
SP-8497,Pasirhuni,Weepanapi,2023-08-12 00:45:48,2023-08-16 08:47:47,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Stand-alone bottom-line firmware
SP-3393,Kyllíni,Itapemirim,2023-03-08 20:46:37,2023-04-22 07:12:17,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Upgradable context-sensitive data-warehouse
SP-0126,Zhongpai,Fort Worth,2023-06-10 01:56:00,2022-10-03 15:02:23,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Ergonomic mobile strategy
SP-3670,Varadero,Sukabatu,2023-09-13 07:08:34,2023-08-22 06:25:04,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Multi-tiered intermediate neural-net
SP-6575,Gaotai,Tiên Lãng,2023-01-07 08:01:52,2023-09-06 12:22:43,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Cloned encompassing website
SP-1824,Basseterre,Barra dos Coqueiros,2023-04-12 02:36:57,2023-01-09 07:14:13,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Universal foreground intranet
SP-8374,Pinglin,Martapura,2022-12-31 14:29:12,2022-09-24 02:41:16,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Focused 6th generation array
SP-8056,Shangcun,Valday,2023-01-19 15:44:29,2023-01-12 23:49:33,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Cross-platform maximized architecture
SP-4631,Muang Sam Sip,Bāfq,2023-08-11 04:37:58,2023-05-09 03:00:17,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Sharable contextually-based open architecture
SP-0515,Dallas,Áyios Nikólaos,2022-12-25 06:15:43,2023-03-19 14:51:09,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Monitored human-resource projection
SP-8165,Lleida,Keelung,2023-03-12 03:08:51,2022-11-15 13:12:29,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Enterprise-wide bi-directional attitude
SP-9423,Catanauan,Magutian,2022-09-28 08:06:06,2022-12-10 06:29:11,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Vision-oriented client-driven pricing structure
SP-8041,Sesheke,Dodola,2022-10-08 21:16:51,2023-04-14 22:20:04,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Virtual value-added open architecture
SP-8406,Akriní,Anyu,2023-03-30 22:16:18,2023-04-05 18:37:03,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Seamless systematic benchmark
SP-5766,Svyatogorsk,Velikooktyabr’skiy,2022-11-09 06:37:45,2023-05-22 15:41:25,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Vision-oriented intangible firmware
SP-8854,Bangunharja,Dowr-e Rabāţ,2023-08-31 06:05:38,2022-10-05 06:05:19,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Reactive value-added process improvement
SP-3920,Walakeri,Amsterdam,2022-10-10 07:57:00,2023-01-10 14:18:44,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Upgradable interactive productivity
SP-1153,Ryōtsu-minato,Solna,2023-08-02 05:25:32,2022-11-17 02:03:54,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Managed optimizing benchmark
SP-9884,Anhua Daying,Kedung,2023-04-23 01:10:07,2023-03-08 09:01:52,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Vision-oriented 24/7 benchmark
SP-4011,Szczawno-Zdrój,Dū Qal‘ah,2023-05-19 06:04:01,2023-08-26 01:21:43,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Cloned user-facing structure
SP-3060,Vyshneve,Ribeirão das Neves,2022-09-23 12:27:03,2023-01-23 12:25:57,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Fully-configurable multi-tasking implementation
SP-7432,Budta,Qingyang,2022-12-06 03:33:20,2023-02-23 18:45:24,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Digitized modular product
SP-6155,Sanligang,Intipucá,2023-01-15 16:36:01,2023-03-03 13:53:49,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Phased holistic alliance
SP-6205,Xiamao,Foz do Iguaçu,2023-01-02 05:38:57,2023-06-15 14:09:26,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Pre-emptive multi-tasking open architecture
SP-6523,Ferreira do Alentejo,Bolong,2023-08-05 23:19:30,2023-02-28 09:24:57,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Versatile transitional toolset
SP-7249,George Town,San Gregorio,2022-12-28 23:29:21,2023-05-07 00:42:03,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Streamlined bottom-line challenge
SP-9924,Eqbālīyeh,Jinping,2023-06-23 04:58:36,2022-12-16 15:46:04,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Synergistic cohesive hardware
SP-9881,Kyustendil,Two Hills,2022-11-13 11:42:12,2022-10-23 16:09:32,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Reduced upward-trending architecture
SP-9027,Telangi Satu,Chilecito,2023-03-31 11:06:01,2023-03-04 13:51:27,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Future-proofed scalable moderator
SP-6611,Casal,Sebedo,2022-10-05 19:29:22,2023-01-02 03:16:53,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Universal reciprocal framework
SP-8514,Bamban,La Esperanza,2023-08-24 14:21:37,2023-04-05 02:51:21,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Re-contextualized clear-thinking database
SP-8516,Las Heras,Sade,2023-01-10 07:41:02,2022-10-09 12:41:45,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Extended actuating workforce
SP-5913,Piškorevci,Thị Trấn Tân Yên,2023-08-21 07:44:15,2022-10-23 05:15:58,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Synergistic regional Graphical User Interface
SP-9476,Sekongkang Bawah,Lianfa,2022-11-12 18:20:13,2023-07-02 00:17:56,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Decentralized regional secured line
SP-0613,Tadjoura,Nouâdhibou,2023-06-12 03:39:52,2022-10-12 21:24:11,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Open-source non-volatile frame
SP-1324,Stavanger,Sut-Khol’,2023-03-04 08:09:38,2023-04-11 07:13:43,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Diverse hybrid local area network
SP-0134,Śródmieście,Longbei,2023-07-15 03:23:06,2023-05-21 18:56:13,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Business-focused maximized analyzer
SP-5608,Banān,Okunoya,2022-12-01 15:05:35,2023-09-20 01:46:41,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Customer-focused static support
SP-2289,Yono,Junín,2022-10-21 14:24:21,2023-03-19 01:42:18,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Polarised zero tolerance core
SP-2862,Antsohihy,Pedra Furada,2022-11-22 04:51:31,2023-02-02 04:58:21,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Upgradable reciprocal secured line
SP-0083,Mulan,Pontian,2022-12-23 05:33:36,2023-07-03 18:06:11,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Sharable grid-enabled neural-net
SP-2115,Luqiao,Tanzhou,2022-10-21 21:58:41,2022-12-12 15:41:42,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Devolved attitude-oriented migration
SP-5676,Cuenca,Boucinha,2023-08-26 06:12:43,2023-01-20 15:23:56,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Synchronised mission-critical matrices
SP-8939,Xiaoguai,Volokolamsk,2022-09-30 08:21:21,2022-10-16 20:14:46,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Universal fault-tolerant productivity
SP-1188,Oenam,Gombangan,2023-06-26 15:10:16,2023-06-28 08:56:32,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Horizontal 24 hour migration
SP-2850,Rungis,Hongqi,2023-03-23 09:29:22,2023-07-16 08:43:54,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Face to face impactful frame
SP-4273,Sirnarasa,Pszczew,2023-06-07 10:19:25,2023-05-27 12:04:20,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Networked scalable structure
SP-5846,Pilaya,Huanghuai,2023-07-07 17:54:31,2022-12-31 03:11:39,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Re-engineered disintermediate methodology
SP-9980,Ambalavao,Fuwah,2023-06-20 18:03:12,2023-07-19 04:38:24,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Future-proofed even-keeled concept
SP-2394,Dezhou,Kadubamban,2022-11-14 08:27:00,2023-01-19 09:38:34,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Advanced dynamic Graphic Interface
SP-0120,Kajaani,Quivilla,2023-03-21 08:22:58,2022-10-14 22:18:19,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,User-friendly asymmetric hub
SP-1437,Prantaan,Vista Hermosa,2023-04-13 00:13:08,2023-06-22 13:43:23,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Optional radical artificial intelligence
SP-8698,Barubandung,Dalaba,2023-06-21 10:17:00,2023-04-08 10:41:12,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,User-centric maximized array
SP-8051,Buenavista,Ōtsu-shi,2022-10-15 00:06:45,2022-12-11 19:27:40,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Digitized incremental productivity
SP-8216,Cambas,San Francisco,2023-05-20 01:35:39,2023-07-01 07:17:28,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Profit-focused well-modulated challenge
SP-1655,Ar Riqqah,San José de Bocay,2023-05-14 10:08:07,2023-03-28 07:45:03,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Automated impactful framework
SP-9945,Los Juríes,Al Ma‘allā’,2022-09-25 13:51:13,2022-10-22 13:51:19,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Monitored local data-warehouse
SP-0973,Costa Sacate,Ribeirão Preto,2022-11-01 10:09:17,2023-05-21 01:27:54,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Triple-buffered didactic hardware
SP-1430,Folques,Boyuibe,2022-10-02 09:29:19,2023-09-21 12:02:32,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Expedited,Compatible background parallelism
SP-8676,Camanducaia,Abricots,2023-05-11 22:00:06,2022-09-25 00:50:07,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Integrated motivating encoding
SP-1141,Linjiang,Cabadiangan,2022-11-07 08:25:20,2023-06-04 13:34:07,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Innovative client-driven concept
SP-4212,Tai’an,Fengtai Chengguanzhen,2023-09-14 17:10:35,2022-10-30 02:54:22,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,User-friendly transitional hierarchy
SP-3817,Pancoran,Sochi,2022-12-11 21:06:14,2022-10-18 01:47:11,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Object-based user-facing algorithm
SP-2513,Zuolan,Baratan,2022-10-29 02:57:10,2023-08-25 09:37:23,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Hazardous,Cloned contextually-based leverage
SP-9164,Nangabere,Lenešice,2023-09-03 04:49:37,2022-12-24 12:18:35,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Persevering high-level matrix
SP-1396,Talashkino,Puerto Asís,2023-07-03 14:56:20,2022-12-02 08:17:49,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Re-contextualized foreground knowledge base
SP-8277,Handan,Esperanza,2023-02-26 07:57:48,2022-12-10 08:21:14,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Centralized next generation hierarchy
SP-2728,Deqing,Fushë-Muhurr,2023-04-11 13:56:07,2023-06-14 23:01:05,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Pre-emptive grid-enabled website
SP-2465,Ashkāsham,Vanimo,2023-04-13 00:20:18,2023-02-15 23:38:29,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Monitored solution-oriented capacity
SP-0924,Imider,Hošťka,2023-01-24 00:30:54,2023-08-27 03:07:47,Delivered,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Ergonomic didactic function
SP-4012,Karlstad,Umeå,2023-04-20 13:44:11,2023-07-19 21:44:21,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Hazardous,Profit-focused dedicated toolset
SP-3538,Amarillo,Matwaḩ,2023-05-29 01:08:57,2023-02-24 11:25:53,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Compatible client-driven local area network
SP-3435,Huipinggeng,Morioka-shi,2023-02-07 23:52:50,2023-07-19 05:51:50,In Transit,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Refrigerated,Secured non-volatile data-warehouse
SP-1264,Yanhu,Kota Kinabalu,2022-11-20 00:29:06,2023-05-14 23:55:31,In Transit,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Secured static forecast
SP-4978,Mesa,Dayin,2022-10-24 03:37:06,2023-08-10 06:28:35,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Centralized national utilisation
SP-3850,Taekas,Xinglong,2022-11-02 17:25:42,2023-01-24 08:09:18,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Expedited,Function-based solution-oriented analyzer
SP-8025,Pābna,Songkeng,2023-01-29 16:39:54,2023-03-18 21:57:00,Delivered,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Refrigerated,Realigned responsive matrix
SP-1056,Phoenix,Davao,2023-05-15 18:25:20,2023-06-14 11:11:07,Delayed,001Ho00001ArMMBIA3,001Ho00001ArMMFIA3,Standard,Profit-focused holistic hierarchy
SP-8518,Zaindainxoi,Guishan,2023-03-10 16:55:48,2023-02-09 06:49:20,Delayed,001Ho00001ArMMAIA3,001Ho00001ArMMFIA3,Standard,Polarised motivating contingency
