ShipmentID,TemperatureID,DateTimeStemp,Temperature,Humidity,TemperatureUnit,Source
SP-8488,24,2022-06-15 06:25:43,-34.74,71.28,Celsius,Mobile App
SP-0486,25,2022-02-15 20:04:24,-24.26,85.32,Fahrenheit,IoT Device
SP-0274,26,2022-01-25 02:56:52,4.41,93.25,Fahrenheit,Weather Station
SP-3424,27,2022-12-21 20:53:00,31.72,0.44,Celsius,IoT Device
SP-6888,28,2022-09-01 20:28:24,49.51,4.62,Fahrenheit,IoT Device
SP-9870,29,2022-08-29 10:44:13,-41.84,2.48,Celsius,Mobile App
SP-5961,30,2022-07-10 04:44:35,6.75,13.59,Fahrenheit,IoT Device
SP-7433,31,2022-04-29 23:04:29,38.56,7.52,Celsius,Weather Station
SP-4652,32,2022-11-22 14:05:15,44.97,38.39,Fahrenheit,Weather Station
SP-4073,33,2022-10-01 22:52:49,31.32,62.02,Celsius,IoT Device
SP-4120,34,2022-01-22 13:43:39,-44.89,80.27,Celsius,Mobile App
SP-7649,35,2022-09-23 07:29:35,27.92,7.99,Fahrenheit,Mobile App
SP-9108,36,2022-05-14 22:14:19,48.36,83.2,Celsius,IoT Device
SP-1461,37,2022-02-17 14:51:53,-5.58,32.39,Celsius,Weather Station
SP-0214,38,2022-04-07 08:15:59,-15.16,45.63,Fahrenheit,Weather Station
SP-9645,39,2022-09-13 01:33:33,-17.6,27.39,Fahrenheit,IoT Device
SP-8508,40,2022-09-20 00:20:43,-5.58,47.41,Celsius,IoT Device
SP-6719,41,2022-12-18 17:57:18,-6.5,63.76,Celsius,Weather Station
SP-8064,42,2022-06-09 00:48:11,17.74,83.26,Fahrenheit,Mobile App
SP-6689,43,2022-02-03 23:42:57,33.55,58.67,Celsius,Mobile App
SP-0777,44,2022-02-08 11:02:45,35.94,97.06,Fahrenheit,Weather Station
SP-1606,45,2022-11-22 14:56:19,-5.35,15.54,Fahrenheit,Mobile App
SP-0678,46,2022-08-04 13:25:00,-18.34,12.33,Fahrenheit,Weather Station
SP-1987,47,2022-02-01 17:23:03,-32.79,88.02,Fahrenheit,IoT Device
SP-9805,48,2022-10-30 00:59:11,10.28,51.14,Fahrenheit,Weather Station
SP-9873,49,2022-05-04 14:01:38,32.45,90.33,Fahrenheit,IoT Device
SP-2582,50,2022-01-02 09:42:49,-22.56,64.06,Celsius,Mobile App
SP-0713,51,2022-06-12 10:59:20,42.29,95.28,Celsius,Weather Station
SP-7582,52,2022-08-15 23:43:56,-19.95,13.41,Celsius,IoT Device
SP-6022,53,2022-02-22 14:20:07,0.21,8.35,Fahrenheit,IoT Device
SP-2645,54,2022-08-06 07:38:38,-14.76,94.25,Celsius,IoT Device
SP-7757,55,2022-10-15 20:14:49,-29.18,32.36,Celsius,Weather Station
SP-5758,56,2022-02-08 08:02:30,4.6,63.39,Celsius,Weather Station
SP-0645,57,2022-05-22 05:31:26,30.44,94.88,Fahrenheit,IoT Device
SP-1031,58,2022-11-07 23:36:57,49.0,17.36,Celsius,Weather Station
SP-2005,59,2022-11-06 08:42:05,-22.81,37.67,Fahrenheit,Mobile App
SP-6133,60,2022-09-04 20:57:09,38.36,74.35,Celsius,IoT Device
SP-2251,61,2022-06-09 04:11:42,47.5,8.88,Celsius,Mobile App
SP-5619,62,2022-07-12 17:57:34,10.23,79.84,Celsius,Mobile App
SP-6891,63,2022-10-10 11:53:20,-20.88,69.59,Celsius,IoT Device
SP-9245,64,2022-02-04 02:26:06,32.5,18.15,Celsius,Mobile App
SP-5785,65,2022-01-12 11:28:33,-49.98,65.87,Celsius,Mobile App
SP-3866,66,2022-06-15 06:00:44,30.94,16.32,Fahrenheit,Mobile App
SP-9542,67,2022-02-15 11:51:35,-24.9,91.85,Fahrenheit,IoT Device
SP-1826,68,2022-06-27 07:31:41,25.58,4.59,Fahrenheit,IoT Device
SP-3662,69,2022-02-17 19:44:23,35.44,59.51,Celsius,IoT Device
SP-6406,70,2022-08-22 11:49:50,-38.32,72.73,Fahrenheit,Mobile App
SP-8074,71,2022-01-01 01:35:58,-45.78,49.48,Fahrenheit,Weather Station
SP-4202,72,2022-04-05 03:41:48,33.62,62.98,Fahrenheit,Mobile App
SP-7586,73,2022-06-05 13:22:13,-33.76,22.07,Celsius,Mobile App
SP-3744,74,2022-12-17 05:40:10,26.45,6.01,Celsius,Mobile App
SP-1413,75,2022-05-05 14:00:16,-16.7,71.37,Celsius,Weather Station
SP-6010,76,2022-05-14 12:14:55,-5.67,36.76,Fahrenheit,Weather Station
SP-1990,77,2022-07-07 20:00:00,-33.11,30.94,Celsius,Weather Station
SP-6176,78,2022-09-13 19:51:42,-28.95,95.95,Celsius,Weather Station
SP-8509,79,2022-07-28 18:52:37,-32.53,53.9,Celsius,Weather Station
SP-4049,80,2022-09-11 07:44:31,3.93,85.88,Celsius,Mobile App
SP-6021,81,2022-09-28 02:41:11,15.15,8.89,Celsius,Weather Station
SP-2807,82,2022-05-30 05:32:59,-32.49,69.76,Fahrenheit,Mobile App
SP-7075,83,2022-01-12 14:59:11,-30.65,87.21,Fahrenheit,Weather Station
SP-5534,84,2022-11-09 14:23:41,-34.4,12.64,Fahrenheit,Mobile App
SP-2803,85,2022-07-24 17:24:50,-44.76,70.48,Celsius,IoT Device
SP-7642,86,2022-05-07 17:45:14,2.58,7.52,Fahrenheit,Weather Station
SP-9509,87,2022-03-10 23:05:38,15.3,77.98,Fahrenheit,IoT Device
SP-1408,88,2022-01-21 06:41:25,-2.23,8.95,Fahrenheit,IoT Device
SP-3613,89,2022-09-11 17:12:53,29.61,41.12,Celsius,Weather Station
SP-5136,90,2022-06-29 00:46:45,12.81,99.64,Celsius,Mobile App
SP-9260,91,2022-04-30 20:00:57,10.92,19.75,Fahrenheit,Weather Station
SP-2236,92,2022-01-02 06:08:31,43.22,89.74,Fahrenheit,IoT Device
SP-9114,93,2022-02-20 06:42:40,-49.47,19.38,Celsius,Mobile App
SP-6959,94,2022-02-24 11:54:23,-43.53,5.83,Fahrenheit,IoT Device
SP-3618,95,2022-09-02 13:49:03,-32.03,89.52,Celsius,Weather Station
SP-8323,96,2022-07-28 23:29:14,16.64,45.09,Fahrenheit,Mobile App
SP-8833,97,2022-07-25 01:25:43,-38.6,91.91,Fahrenheit,Weather Station
SP-4716,98,2022-05-09 02:17:04,10.43,18.41,Celsius,Weather Station
SP-0246,99,2022-11-01 21:23:24,-15.98,43.77,Fahrenheit,Weather Station
SP-8272,100,2022-11-15 19:50:18,-36.38,4.47,Fahrenheit,Mobile App
SP-6739,101,2022-04-18 01:43:54,4.34,20.26,Celsius,IoT Device
SP-4501,102,2022-07-18 00:51:17,25.36,73.6,Celsius,Mobile App
SP-5754,103,2022-07-10 01:04:52,-0.04,85.46,Celsius,Weather Station
SP-5828,104,2022-05-20 11:09:05,24.01,85.4,Celsius,IoT Device
SP-3369,105,2022-08-03 09:54:43,-20.72,0.23,Fahrenheit,Mobile App
SP-5398,106,2022-04-12 23:04:54,-1.13,44.72,Celsius,Mobile App
SP-6963,107,2022-10-02 08:11:42,-16.39,24.09,Fahrenheit,Mobile App
SP-2995,108,2022-09-27 05:58:26,46.99,71.94,Celsius,Weather Station
SP-0565,109,2022-10-07 08:35:06,48.57,77.99,Fahrenheit,Mobile App
SP-1234,110,2022-06-05 03:58:24,-46.06,93.33,Celsius,IoT Device
SP-2823,111,2022-11-16 07:01:23,31.02,16.34,Celsius,Mobile App
SP-2133,112,2022-06-03 21:38:33,17.83,29.03,Celsius,Weather Station
SP-0525,113,2022-10-29 10:05:17,-39.41,93.58,Celsius,IoT Device
SP-2445,114,2022-02-14 23:35:06,-46.23,35.11,Celsius,IoT Device
SP-8235,115,2022-05-12 08:58:21,-11.06,60.89,Fahrenheit,Weather Station
SP-7620,116,2022-09-30 10:59:06,-30.92,88.33,Celsius,IoT Device
SP-1067,117,2022-03-06 08:18:47,36.77,10.47,Fahrenheit,IoT Device
SP-5135,118,2022-03-06 22:25:14,-32.4,80.28,Fahrenheit,IoT Device
SP-8852,119,2022-05-20 07:06:46,-18.57,86.77,Fahrenheit,Mobile App
SP-9640,120,2022-06-02 12:38:28,39.83,58.38,Fahrenheit,Mobile App
SP-5896,121,2022-02-14 19:59:26,16.45,87.51,Fahrenheit,Mobile App
SP-4004,122,2022-10-11 20:16:39,49.79,30.23,Fahrenheit,IoT Device
SP-9172,123,2022-11-29 02:31:24,28.3,53.11,Fahrenheit,IoT Device
SP-7393,124,2022-08-25 23:04:18,1.62,56.97,Fahrenheit,Mobile App
SP-1260,125,2022-05-03 16:54:12,-32.11,53.27,Fahrenheit,IoT Device
SP-3502,126,2022-08-26 16:45:30,-9.72,41.12,Celsius,IoT Device
SP-3081,127,2022-11-19 07:04:15,-24.02,84.38,Fahrenheit,Weather Station
SP-0021,128,2022-12-11 13:45:05,36.24,0.79,Fahrenheit,Weather Station
SP-7741,129,2022-05-05 14:15:01,46.19,74.18,Fahrenheit,Mobile App
SP-8643,130,2022-09-10 22:38:52,-1.45,38.33,Celsius,Mobile App
SP-7659,131,2022-04-15 16:54:20,-26.18,30.98,Fahrenheit,Weather Station
SP-5415,132,2022-01-04 08:57:16,-12.6,94.71,Celsius,Weather Station
SP-1928,133,2022-06-22 16:23:06,41.05,28.49,Celsius,Weather Station
SP-4858,134,2022-07-31 09:10:27,49.14,81.27,Celsius,Weather Station
SP-6435,135,2022-12-06 06:53:56,-9.74,88.45,Fahrenheit,IoT Device
SP-2058,136,2022-03-14 21:36:52,27.36,14.9,Celsius,Mobile App
SP-1068,137,2022-07-10 09:18:19,-29.19,86.16,Celsius,Weather Station
SP-4060,138,2022-11-06 06:22:45,13.88,46.04,Fahrenheit,IoT Device
SP-6074,139,2022-02-03 00:49:31,-2.47,18.01,Celsius,Mobile App
SP-8018,140,2022-06-10 19:57:49,2.59,76.63,Fahrenheit,Mobile App
SP-7438,141,2022-04-08 01:39:11,19.46,52.18,Fahrenheit,Mobile App
SP-8387,142,2022-12-05 21:03:43,-25.74,28.05,Celsius,IoT Device
SP-1795,143,2022-10-10 23:39:13,24.46,66.03,Fahrenheit,IoT Device
SP-9766,144,2022-02-21 12:06:38,-48.27,92.8,Fahrenheit,Weather Station
SP-1110,145,2022-06-23 09:50:40,19.5,27.27,Celsius,Weather Station
SP-7086,146,2022-03-18 10:52:05,-31.56,79.53,Fahrenheit,Weather Station
SP-7234,147,2022-08-11 19:06:33,-32.49,52.69,Fahrenheit,Mobile App
SP-7736,148,2022-09-09 22:22:33,6.72,61.09,Fahrenheit,Mobile App
SP-2430,149,2022-12-14 16:30:44,38.28,84.92,Fahrenheit,IoT Device
SP-4887,150,2022-12-16 06:47:58,-4.49,76.11,Fahrenheit,IoT Device
SP-2566,151,2022-01-28 15:12:03,-2.57,33.41,Fahrenheit,Mobile App
SP-0388,152,2022-06-03 14:51:50,34.36,77.56,Celsius,IoT Device
SP-6132,153,2022-07-06 21:19:20,38.5,78.27,Celsius,Mobile App
SP-7396,154,2022-06-06 04:27:56,-37.41,90.11,Celsius,Weather Station
SP-9631,155,2022-11-08 02:19:57,33.25,4.1,Celsius,IoT Device
SP-7412,156,2022-12-08 17:14:36,41.19,97.2,Fahrenheit,Mobile App
SP-0920,157,2022-09-06 17:32:46,36.34,88.06,Fahrenheit,Mobile App
SP-5503,158,2022-08-16 12:39:32,5.81,14.17,Fahrenheit,Mobile App
SP-8690,159,2022-10-31 07:01:11,-25.82,92.19,Celsius,IoT Device
SP-8963,160,2022-01-12 20:34:59,37.33,71.65,Celsius,Weather Station
SP-2666,161,2022-07-04 19:49:53,-9.07,49.45,Fahrenheit,IoT Device
SP-7786,162,2022-08-11 13:43:25,11.2,45.83,Celsius,Weather Station
SP-1355,163,2022-12-02 11:47:13,11.74,44.57,Fahrenheit,IoT Device
SP-6530,164,2022-03-04 00:32:38,47.3,96.94,Fahrenheit,Weather Station
SP-5016,165,2022-09-11 17:59:51,-48.27,19.65,Celsius,Weather Station
SP-1140,166,2022-01-19 12:44:27,-40.48,98.8,Fahrenheit,Weather Station
SP-5459,167,2022-09-14 16:42:36,29.13,75.73,Celsius,IoT Device
SP-9864,168,2022-04-22 08:56:42,-26.68,37.19,Celsius,IoT Device
SP-7253,169,2022-05-01 12:12:29,-2.97,71.04,Celsius,Weather Station
SP-6393,170,2022-01-25 03:05:55,-18.84,86.03,Fahrenheit,Mobile App
SP-6925,171,2022-10-19 10:33:08,-14.22,5.76,Celsius,Weather Station
SP-4864,172,2022-08-17 00:46:47,40.12,42.44,Celsius,Weather Station
SP-7872,173,2022-11-18 16:55:13,-16.2,55.03,Celsius,IoT Device
SP-8601,174,2022-11-07 18:01:43,-42.0,73.66,Fahrenheit,Weather Station
SP-1983,175,2022-05-07 09:05:21,-24.76,5.19,Fahrenheit,IoT Device
SP-8876,176,2022-08-14 14:19:22,-11.08,10.76,Fahrenheit,IoT Device
SP-0043,177,2022-02-19 14:19:54,-27.48,58.6,Fahrenheit,Mobile App
SP-4026,178,2022-02-05 20:08:16,-40.45,62.44,Fahrenheit,Weather Station
SP-3373,179,2022-01-15 13:50:32,-19.92,67.23,Celsius,Mobile App
SP-5899,180,2022-07-14 11:58:01,-26.93,64.03,Celsius,Mobile App
SP-8059,181,2022-04-01 00:29:39,34.55,54.73,Celsius,Mobile App
SP-2698,182,2022-10-30 01:44:26,-44.72,92.89,Fahrenheit,IoT Device
SP-4644,183,2022-12-02 13:50:51,5.95,69.24,Celsius,IoT Device
SP-4099,184,2022-04-20 12:09:34,0.08,98.48,Fahrenheit,IoT Device
SP-3829,185,2022-02-14 18:06:53,0.1,36.34,Fahrenheit,Mobile App
SP-5457,186,2022-03-31 06:19:01,-28.62,62.94,Fahrenheit,Weather Station
SP-5815,187,2022-11-02 16:17:53,13.49,71.94,Celsius,IoT Device
SP-9479,188,2022-11-28 12:50:43,4.5,41.3,Celsius,Mobile App
SP-8811,189,2022-10-14 15:54:28,23.31,6.9,Fahrenheit,Weather Station
SP-7892,190,2022-08-17 03:00:07,-33.76,12.88,Fahrenheit,Mobile App
SP-8873,191,2022-02-23 11:06:11,-7.16,70.53,Fahrenheit,IoT Device
SP-9747,192,2022-12-05 16:46:31,-32.46,14.85,Celsius,Weather Station
SP-0694,193,2022-01-02 20:34:27,27.72,34.34,Fahrenheit,Mobile App
SP-0867,194,2022-08-26 02:04:48,-1.85,43.18,Fahrenheit,IoT Device
SP-6233,195,2022-05-05 07:42:15,-33.27,5.67,Fahrenheit,Weather Station
SP-7383,196,2022-06-01 17:35:34,37.25,28.73,Celsius,Weather Station
SP-7578,197,2022-06-06 07:54:45,-10.42,1.32,Fahrenheit,Mobile App
SP-1909,198,2022-02-20 02:42:12,-36.34,98.58,Fahrenheit,Weather Station
SP-2970,199,2022-12-23 08:57:09,-15.32,72.11,Fahrenheit,Mobile App
SP-3099,200,2022-12-15 15:42:03,35.79,98.37,Celsius,Mobile App
SP-1467,201,2022-09-24 04:17:04,-38.74,15.54,Celsius,Weather Station
SP-8015,202,2022-03-12 02:45:57,-5.8,77.4,Fahrenheit,Weather Station
SP-8837,203,2022-08-04 03:56:48,6.47,57.49,Fahrenheit,Weather Station
SP-0824,204,2022-08-05 13:08:28,-22.02,1.0,Fahrenheit,Mobile App
SP-6357,205,2022-04-02 14:29:06,28.04,7.61,Fahrenheit,Mobile App
SP-4732,206,2022-06-21 19:08:08,0.18,89.45,Fahrenheit,Weather Station
SP-6054,207,2022-12-22 16:07:02,36.7,31.34,Fahrenheit,Mobile App
SP-9508,208,2022-03-01 15:50:00,-34.62,44.21,Fahrenheit,Mobile App
SP-1670,209,2022-11-02 02:56:48,-5.56,61.69,Celsius,Mobile App
SP-1877,210,2022-05-27 04:54:48,-31.75,18.45,Celsius,IoT Device
SP-2476,211,2022-08-11 03:38:12,34.01,73.97,Fahrenheit,IoT Device
SP-0607,212,2022-02-17 05:18:45,16.17,95.77,Celsius,Mobile App
SP-2673,213,2022-09-25 11:50:56,-49.19,55.31,Celsius,IoT Device
SP-3313,214,2022-06-14 21:32:47,32.38,90.53,Fahrenheit,IoT Device
SP-9936,215,2022-08-12 12:43:36,14.05,62.49,Fahrenheit,Weather Station
SP-6397,216,2022-09-23 04:49:19,32.44,66.32,Fahrenheit,IoT Device
SP-9618,217,2022-07-30 20:22:03,-9.78,0.57,Fahrenheit,IoT Device
SP-8706,218,2022-06-30 14:35:29,-42.25,14.33,Fahrenheit,Weather Station
SP-9132,219,2022-10-10 00:05:41,41.51,56.99,Celsius,Mobile App
SP-3217,220,2022-09-24 18:51:12,39.32,12.38,Celsius,Weather Station
SP-0677,221,2022-04-28 21:40:12,-29.09,25.54,Celsius,Mobile App
SP-6535,222,2022-03-25 18:35:56,27.0,89.75,Celsius,Mobile App
SP-9102,223,2022-09-18 05:59:02,-6.17,39.48,Celsius,Mobile App
SP-5752,224,2022-02-13 09:54:06,-7.01,62.59,Celsius,Mobile App
SP-0055,225,2022-11-09 23:20:43,-15.13,28.08,Fahrenheit,Weather Station
SP-1350,226,2022-02-12 20:52:55,1.28,32.05,Fahrenheit,Mobile App
SP-5195,227,2022-07-21 01:31:28,-6.56,74.82,Celsius,Mobile App
SP-9039,228,2022-04-21 07:21:53,-41.69,10.66,Fahrenheit,IoT Device
SP-0118,229,2022-02-23 13:08:02,-5.98,66.14,Fahrenheit,Weather Station
SP-5106,230,2022-01-20 21:12:46,31.16,38.03,Celsius,IoT Device
SP-5379,231,2022-07-12 09:55:54,29.53,78.75,Fahrenheit,Weather Station
SP-1334,232,2022-08-20 20:13:55,38.78,30.54,Fahrenheit,Weather Station
SP-4307,233,2022-05-08 21:05:52,-34.64,74.84,Celsius,IoT Device
SP-4592,234,2022-02-04 03:21:15,36.44,58.87,Fahrenheit,Mobile App
SP-8119,235,2022-05-26 07:20:30,-12.45,46.57,Celsius,Mobile App
SP-3439,236,2022-03-16 09:15:31,-27.7,58.04,Celsius,IoT Device
SP-4624,237,2022-12-29 16:08:54,48.22,42.78,Fahrenheit,Weather Station
SP-2722,238,2022-04-16 18:00:12,14.36,87.02,Fahrenheit,IoT Device
SP-8784,239,2022-11-15 04:20:52,46.86,30.2,Celsius,Weather Station
SP-9867,240,2022-02-07 14:03:22,-1.67,80.3,Fahrenheit,IoT Device
SP-6544,241,2022-04-05 02:42:38,-0.87,40.22,Fahrenheit,Mobile App
SP-0066,242,2022-01-31 22:29:12,-12.17,33.55,Fahrenheit,IoT Device
SP-6882,243,2022-12-05 20:43:17,-3.81,10.54,Fahrenheit,IoT Device
SP-7259,244,2022-01-13 04:46:58,-16.58,19.0,Fahrenheit,Mobile App
SP-9261,245,2022-01-05 09:11:02,-0.48,15.47,Fahrenheit,Weather Station
SP-1889,246,2022-12-23 11:57:48,-18.07,18.36,Fahrenheit,Mobile App
SP-2295,247,2022-01-19 21:32:09,29.61,33.46,Fahrenheit,Mobile App
SP-8118,248,2022-08-09 22:58:21,-49.65,64.21,Celsius,Mobile App
SP-8754,249,2022-03-21 03:17:11,30.7,38.63,Celsius,IoT Device
SP-9158,250,2022-10-30 14:29:50,-11.31,51.35,Fahrenheit,IoT Device
SP-3466,251,2022-10-26 04:23:21,-33.88,40.12,Fahrenheit,IoT Device
SP-7786,252,2022-05-28 11:31:54,15.4,19.23,Fahrenheit,Weather Station
SP-1998,253,2022-11-05 23:05:46,34.65,84.13,Celsius,Weather Station
SP-9699,254,2022-12-07 05:30:47,-1.45,48.09,Fahrenheit,Weather Station
SP-8495,255,2022-05-18 20:22:14,32.76,79.98,Celsius,IoT Device
SP-4543,256,2022-10-13 05:46:47,-20.83,94.97,Celsius,IoT Device
SP-7699,257,2022-10-27 02:20:03,-40.32,46.2,Celsius,IoT Device
SP-0678,258,2022-09-22 11:09:54,-43.01,90.0,Fahrenheit,Mobile App
SP-3914,259,2022-10-06 06:50:20,-41.11,35.37,Fahrenheit,Weather Station
SP-6485,260,2022-08-08 20:42:51,-36.45,44.52,Celsius,IoT Device
SP-2222,261,2022-08-25 12:24:36,-49.04,37.06,Fahrenheit,Weather Station
SP-6049,262,2022-06-17 23:57:22,38.56,10.15,Celsius,Weather Station
SP-8030,263,2022-08-30 14:25:09,7.87,43.42,Fahrenheit,Mobile App
SP-9955,264,2022-04-04 09:13:36,-15.75,85.17,Fahrenheit,Mobile App
SP-6514,265,2022-08-13 04:16:11,-37.38,31.01,Celsius,Mobile App
SP-8985,266,2022-07-28 20:04:35,-18.94,45.65,Celsius,Weather Station
SP-8747,267,2022-03-08 10:52:47,24.38,72.89,Fahrenheit,Mobile App
SP-6168,268,2022-09-21 17:00:34,-18.87,97.96,Fahrenheit,Weather Station
SP-6310,269,2022-09-24 10:45:28,-32.68,40.55,Fahrenheit,Mobile App
SP-9231,270,2022-02-25 20:37:54,-49.23,69.31,Celsius,IoT Device
SP-3912,271,2022-02-01 08:25:40,-16.12,42.84,Fahrenheit,IoT Device
SP-7124,272,2022-09-18 06:25:08,-39.64,54.85,Fahrenheit,Mobile App
SP-1428,273,2022-09-10 17:31:52,-21.56,75.68,Fahrenheit,Mobile App
SP-2763,274,2022-02-11 13:47:18,24.97,94.93,Fahrenheit,Mobile App
SP-6879,275,2022-04-10 08:23:09,27.34,93.48,Celsius,IoT Device
SP-1506,276,2022-07-12 05:58:54,-22.35,27.13,Fahrenheit,IoT Device
SP-6007,277,2022-07-13 21:05:28,-39.32,6.5,Fahrenheit,IoT Device
SP-0461,278,2022-09-21 18:06:23,-9.04,53.86,Celsius,Weather Station
SP-5541,279,2022-11-21 11:40:01,-16.11,48.79,Fahrenheit,Weather Station
SP-6260,280,2022-07-23 13:21:13,12.66,54.09,Fahrenheit,Mobile App
SP-8129,281,2022-02-03 09:04:23,-10.07,11.0,Celsius,Mobile App
SP-0649,282,2022-06-19 15:17:51,23.25,48.67,Celsius,Weather Station
SP-8351,283,2022-10-12 15:50:26,40.85,25.7,Fahrenheit,Weather Station
SP-1373,284,2022-05-13 13:48:34,42.02,86.35,Celsius,IoT Device
SP-4197,285,2022-09-11 12:01:08,27.08,30.5,Celsius,Weather Station
SP-8239,286,2022-01-10 18:23:39,38.1,1.64,Celsius,Mobile App
SP-8255,287,2022-01-20 11:48:27,4.18,73.36,Fahrenheit,Mobile App
SP-0009,288,2022-12-08 10:28:41,13.98,38.78,Celsius,Mobile App
SP-5276,289,2022-02-23 13:44:01,-31.02,88.97,Fahrenheit,Mobile App
SP-6346,290,2022-01-21 12:40:17,-36.14,86.58,Fahrenheit,Weather Station
SP-2670,291,2022-01-19 06:22:14,42.24,99.93,Fahrenheit,Mobile App
SP-0692,292,2022-07-26 23:08:54,0.07,20.22,Celsius,Weather Station
SP-0024,293,2022-10-12 15:04:24,-20.25,77.9,Celsius,IoT Device
SP-2028,294,2022-05-16 11:25:45,-22.57,71.95,Celsius,Mobile App
SP-2794,295,2022-05-19 17:33:07,19.66,30.78,Celsius,IoT Device
SP-0068,296,2022-07-18 16:35:28,-30.04,59.65,Celsius,Mobile App
SP-8072,297,2022-04-13 09:17:08,34.47,95.87,Fahrenheit,IoT Device
SP-9181,298,2022-05-08 08:54:43,24.37,49.71,Fahrenheit,Weather Station
SP-2756,299,2022-02-25 14:37:50,-7.63,30.54,Fahrenheit,Weather Station
SP-6824,300,2022-08-28 17:49:24,45.38,78.2,Fahrenheit,Weather Station
SP-8324,301,2022-02-20 02:03:48,48.6,54.51,Celsius,Weather Station
SP-5979,302,2022-02-08 14:53:28,49.01,3.17,Celsius,Weather Station
SP-3321,303,2022-03-03 23:41:01,-32.98,60.27,Fahrenheit,Weather Station
SP-7282,304,2022-09-30 01:42:35,-42.39,19.01,Fahrenheit,Mobile App
SP-2285,305,2022-01-30 06:01:45,37.39,97.5,Celsius,Weather Station
SP-1494,306,2022-06-09 00:39:15,38.08,28.75,Fahrenheit,IoT Device
SP-8087,307,2022-02-02 22:09:24,3.83,32.01,Celsius,IoT Device
SP-0175,308,2022-07-07 09:29:49,-33.86,56.06,Celsius,Weather Station
SP-3472,309,2022-04-24 23:01:35,-49.89,6.89,Fahrenheit,Mobile App
SP-2270,310,2022-12-27 07:13:56,3.5,81.0,Celsius,IoT Device
SP-9059,311,2022-12-14 05:40:29,-23.54,59.82,Fahrenheit,Weather Station
SP-4502,312,2022-02-28 09:17:37,-17.34,5.14,Fahrenheit,Mobile App
SP-2975,313,2022-02-08 22:02:45,-24.98,63.6,Celsius,Mobile App
SP-2850,314,2022-06-04 12:12:20,-42.21,31.47,Fahrenheit,IoT Device
SP-9342,315,2022-01-05 05:24:36,41.91,52.69,Fahrenheit,Mobile App
SP-4084,316,2022-06-18 01:17:21,38.63,53.83,Celsius,IoT Device
SP-7626,317,2022-03-23 17:21:12,-40.24,21.13,Celsius,Weather Station
SP-6664,318,2022-09-26 00:24:30,47.88,84.45,Celsius,IoT Device
SP-7168,319,2022-05-30 00:53:18,16.26,57.28,Celsius,IoT Device
SP-2093,320,2022-03-19 21:01:11,-42.53,55.62,Fahrenheit,IoT Device
SP-9071,321,2022-03-10 13:55:06,13.05,23.47,Celsius,Weather Station
SP-6212,322,2022-10-02 01:46:48,-0.01,77.3,Fahrenheit,Weather Station
SP-5663,323,2022-08-06 04:55:56,17.36,17.14,Fahrenheit,IoT Device
SP-8132,324,2022-06-29 15:49:22,-14.84,17.56,Fahrenheit,Weather Station
SP-8589,325,2022-05-24 11:16:38,9.74,64.85,Fahrenheit,Weather Station
SP-5240,326,2022-10-19 23:29:57,15.28,56.13,Celsius,Mobile App
SP-2454,327,2022-07-28 06:57:14,-1.64,59.3,Celsius,Mobile App
SP-4326,328,2022-12-27 11:17:30,36.1,95.55,Fahrenheit,Weather Station
SP-9753,329,2022-06-22 02:59:39,-4.82,9.34,Celsius,IoT Device
SP-0947,330,2022-08-22 12:18:19,25.88,62.65,Fahrenheit,Weather Station
